구,고급휘발유,휘발유,경유,실내등유,셀프여부,상표
강남구,1828,1698,1528,0,일반,S-OIL
강남구,1828,1698,1528,0,일반,S-OIL
강남구,1840.58,1710.58,1540.58,0,일반,S-OIL
강남구,0,1399,1198.29,0,셀프,S-OIL
강남구,0,1399,1199,0,셀프,S-OIL
강남구,0,1399,1199,0,셀프,S-OIL
강남구,0,1393.52,1187.39,0,셀프,S-OIL
강남구,0,1380.33,1170.33,0,셀프,S-OIL
강남구,0,1398.35,1190.94,0,셀프,GS칼텍스
강남구,1770,1498,1327.52,1150,일반,GS칼텍스
강남구,1770,1498,1327.52,1150,일반,GS칼텍스
강남구,1760,1498,1313,1150,일반,GS칼텍스
강남구,1750,1498,1298,1150,일반,GS칼텍스
강남구,1698,1465.33,1260.67,1150,일반,GS칼텍스
강남구,1737.1,1507.35,1304.61,1162.9,일반,GS칼텍스
강남구,1560.81,1410.81,1240.81,0,일반,S-OIL
강남구,1566.61,1416.61,1246.61,0,일반,S-OIL
강남구,1565,1415,1244,0,일반,S-OIL
강남구,1565,1415,1237.45,0,일반,S-OIL
강남구,1565,1415,1215,0,일반,S-OIL
강남구,1583.52,1432.87,1232.87,0,일반,S-OIL
강남구,1570.81,1414.35,1244.35,0,일반,GS칼텍스
강남구,1625,1425,1255,0,일반,GS칼텍스
강남구,1625,1417.67,1255,0,일반,GS칼텍스
강남구,1625,1415,1255,0,일반,GS칼텍스
강남구,1625,1415,1255,0,일반,GS칼텍스
강남구,1632.74,1432.1,1257.9,0,일반,GS칼텍스
강남구,1529.77,1379.77,1169.71,0,셀프,SK에너지
강남구,1549,1388.19,1190.68,0,셀프,SK에너지
강남구,1548.13,1394,1192.97,0,셀프,SK에너지
강남구,1546.35,1385.61,1181.26,0,셀프,SK에너지
강남구,1537,1360.67,1156.5,0,셀프,SK에너지
강남구,1547.65,1375.97,1177.06,0,셀프,SK에너지
강남구,0,1464.81,1254.81,1200,셀프,S-OIL
강남구,0,1471.19,1264.77,1200,셀프,S-OIL
강남구,0,1460.57,1259.87,1200,셀프,S-OIL
강남구,0,1448,1235.42,1200,셀프,S-OIL
강남구,0,1439.33,1230.33,1200,셀프,S-OIL
강남구,0,1493.48,1288.97,1200,셀프,S-OIL
강남구,0,1453.48,1244.48,0,셀프,SK에너지
강남구,0,1459.94,1250.94,0,셀프,SK에너지
강남구,0,1452.53,1247.27,0,셀프,SK에너지
강남구,0,1401.48,1202.61,0,셀프,SK에너지
강남구,0,1399,1199,0,셀프,SK에너지
강남구,0,1415.58,1214.48,0,셀프,SK에너지
강남구,0,1384.35,1194.68,0,셀프,GS칼텍스
강남구,0,1385,1195,0,셀프,GS칼텍스
강남구,0,1385,1195,0,셀프,GS칼텍스
강남구,0,1380.35,1191.13,0,셀프,GS칼텍스
강남구,0,1372.47,1184,0,셀프,GS칼텍스
강남구,0,1398.55,1199.19,0,셀프,GS칼텍스
강남구,1597,1441,1266,0,셀프,GS칼텍스
강남구,1597,1441,1266,0,셀프,GS칼텍스
강남구,1597,1441,1266,0,셀프,GS칼텍스
강남구,1597,1441,1266,0,셀프,GS칼텍스
강남구,1597,1441,1266,0,셀프,GS칼텍스
강남구,1605.42,1448.26,1271.52,0,셀프,GS칼텍스
강남구,1569.52,1419.52,1257.58,0,일반,GS칼텍스
강남구,1571.13,1421.13,1260.65,0,일반,GS칼텍스
강남구,1565,1415,1255,0,일반,GS칼텍스
강남구,1565,1415,1255,0,일반,GS칼텍스
강남구,1565,1415,1255,0,일반,GS칼텍스
강남구,1588.55,1438.55,1269.19,0,일반,GS칼텍스
강남구,1579.19,1429.19,1256.94,0,일반,GS칼텍스
강남구,1574.68,1424.68,1256.61,0,일반,GS칼텍스
강남구,1560.33,1410.33,1237.83,0,일반,GS칼텍스
강남구,1572.1,1422.1,1243.06,0,일반,GS칼텍스
강남구,1573.33,1423.33,1244.17,0,일반,GS칼텍스
강남구,1588.55,1438.55,1254.19,0,일반,GS칼텍스
강남구,1632.19,1419.19,1257.26,0,일반,GS칼텍스
강남구,1634.13,1421.13,1260.65,0,일반,GS칼텍스
강남구,1626.33,1415,1254.5,0,일반,GS칼텍스
강남구,1628,1415,1255,0,일반,GS칼텍스
강남구,1628,1415,1255,0,일반,GS칼텍스
강남구,1647.68,1434.68,1265.32,0,일반,GS칼텍스
강남구,2084.45,1837.45,1627.26,0,일반,GS칼텍스
강남구,2103.23,1856.23,1633.58,0,일반,GS칼텍스
강남구,2118.6,1872.5,1635.6,0,일반,GS칼텍스
강남구,2121.19,1876.87,1637,0,일반,GS칼텍스
강남구,2099,1859.5,1607.8,0,일반,GS칼텍스
강남구,2111.52,1899.61,1662.13,0,일반,GS칼텍스
강남구,1539.06,1379.77,1170.03,0,셀프,현대오일뱅크
강남구,1557,1388.71,1192.81,0,셀프,현대오일뱅크
강남구,1552.67,1399.67,1194.67,0,셀프,현대오일뱅크
강남구,1547,1385.23,1179.97,0,셀프,현대오일뱅크
강남구,1547,1364,1160,0,셀프,현대오일뱅크
강남구,1555.06,1385.9,1184.48,0,셀프,현대오일뱅크
강남구,1553.94,1394.77,1185.03,1090,일반,현대오일뱅크
강남구,1572,1403.71,1207.81,1090,일반,현대오일뱅크
강남구,1567.67,1413.67,1209.67,1090,일반,현대오일뱅크
강남구,1562,1398.97,1194.97,1090,일반,현대오일뱅크
강남구,1562,1379,1175,1072,일반,현대오일뱅크
강남구,1570.06,1400.9,1199.48,1070,일반,현대오일뱅크
강남구,1896,1563,1404,0,일반,현대오일뱅크
강남구,1896,1574.65,1418.39,0,일반,현대오일뱅크
강남구,1896,1586,1422,0,일반,현대오일뱅크
강남구,1896,1586,1422,0,일반,현대오일뱅크
강남구,1896,1577.67,1413.67,0,일반,현대오일뱅크
강남구,1896,1592.77,1428.77,0,일반,현대오일뱅크
강남구,1828,1618,1398,0,일반,현대오일뱅크
강남구,1828,1628,1418,0,일반,현대오일뱅크
강남구,1828,1638,1418,0,일반,현대오일뱅크
강남구,1835.74,1630.26,1419.94,0,일반,현대오일뱅크
강남구,1838,1598,1385,0,일반,현대오일뱅크
강남구,1842.19,1612.19,1382.19,0,일반,현대오일뱅크
강남구,2029,1839,1659,0,일반,현대오일뱅크
강남구,2029,1844.48,1668.87,0,일반,현대오일뱅크
강남구,1597,1461,1286,0,일반,현대오일뱅크
강남구,1597,1461,1286,0,일반,현대오일뱅크
강남구,1597,1461,1286,0,일반,현대오일뱅크
강남구,1602.16,1476.42,1298.45,0,일반,현대오일뱅크
강남구,2079,1789,1609,1025,일반,현대오일뱅크
강남구,2079,1794.48,1619.97,1025,일반,현대오일뱅크
강남구,1597,1457,1282,1025,일반,현대오일뱅크
강남구,1597,1441,1266,1025,일반,현대오일뱅크
강남구,1597,1441,1266,1093,일반,현대오일뱅크
강남구,1600.74,1444.23,1268.45,1195,일반,현대오일뱅크
강동구,1675.42,1475.42,1276.42,1103,일반,GS칼텍스
강동구,1678,1478,1279,1103,일반,GS칼텍스
강동구,1678,1478,1279,1103,일반,GS칼텍스
강동구,1678,1478,1279,1103,일반,GS칼텍스
강동구,1678,1478,1280.33,1103,일반,GS칼텍스
강동구,1683.81,1483.81,1289.97,1108.81,일반,GS칼텍스
강동구,0,1458,1258,0,셀프,GS칼텍스
강동구,0,1459.61,1258,0,셀프,GS칼텍스
강동구,0,1454.67,1249.33,0,셀프,GS칼텍스
강동구,0,1419.61,1219.61,0,셀프,GS칼텍스
강동구,0,1399,1199,0,셀프,GS칼텍스
강동구,0,1444.77,1244.77,0,셀프,GS칼텍스
강동구,0,1437.35,1237.35,0,셀프,S-OIL
강동구,0,1438,1238,0,셀프,S-OIL
강동구,0,1437.67,1237.67,0,셀프,S-OIL
강동구,0,1418.97,1220.26,0,셀프,S-OIL
강동구,0,1398.67,1198.67,0,셀프,S-OIL
강동구,0,1428.97,1228.97,0,셀프,S-OIL
강동구,0,1435,1268,1000,셀프,SK에너지
강동구,0,1435.65,1268.65,1000,셀프,SK에너지
강동구,0,1455,1288,1000,셀프,SK에너지
강동구,0,1455,1288,1000,셀프,SK에너지
강동구,0,1416.33,1239.67,1000,셀프,SK에너지
강동구,0,1441.45,1263.16,1000,셀프,SK에너지
강동구,2188,1869.45,1667.97,0,일반,SK에너지
강동구,2188,1884.29,1671.84,1127,일반,SK에너지
강동구,2187,1891.67,1675.33,1127,일반,SK에너지
강동구,2146.39,1851.39,1625.39,1127,일반,SK에너지
강동구,2138,1843,1617,1127,일반,SK에너지
강동구,2149.61,1877.19,1646.03,1127,일반,SK에너지
강동구,0,1498,1298,1230,일반,S-OIL
강동구,0,1498,1298,1230,일반,S-OIL
강동구,0,1498,1298,1230,일반,S-OIL
강동구,0,1498,1298,1230,일반,S-OIL
강동구,0,1498,1298,1230,일반,S-OIL
강동구,0,1509.29,1309.29,1230,일반,S-OIL
강동구,0,1414,1217,0,일반,현대오일뱅크
강동구,0,1415.94,1217,0,일반,현대오일뱅크
강동구,0,1417.67,1217,0,일반,현대오일뱅크
강동구,0,1383.68,1191.84,0,일반,현대오일뱅크
강동구,0,1374,1187,0,일반,현대오일뱅크
강동구,0,1399.13,1204.74,0,일반,현대오일뱅크
강동구,1668.32,1458.32,1258.32,1000,일반,GS칼텍스
강동구,1678,1468,1268,1000,일반,GS칼텍스
강동구,1662.67,1447.33,1247.33,1000,일반,GS칼텍스
강동구,1624.13,1413.16,1213.16,1000,일반,GS칼텍스
강동구,1598,1398,1198,1000,일반,GS칼텍스
강동구,1638.97,1437.03,1237.03,1000,일반,GS칼텍스
강동구,0,1435,1245,975,셀프,SK에너지
강동구,0,1435,1245,975,셀프,SK에너지
강동구,0,1435,1245,975,셀프,SK에너지
강동구,0,1435,1245,975,셀프,SK에너지
강동구,0,1395,1195,975,셀프,SK에너지
강동구,0,1418.87,1218.87,975,셀프,SK에너지
강동구,1673.13,1421.61,1227.58,895,셀프,현대오일뱅크
강동구,1598,1433.06,1246.16,895,셀프,현대오일뱅크
강동구,1598,1448.6,1255.6,895,셀프,현대오일뱅크
강동구,1598,1398,1202.52,895,셀프,현대오일뱅크
강동구,1598,1380.83,1188,895,셀프,현대오일뱅크
강동구,1598,1415.35,1212.84,901.65,셀프,현대오일뱅크
강동구,0,1444.39,1254.39,1101,일반,SK에너지
강동구,0,1446,1256,1101,일반,SK에너지
강동구,0,1454.33,1263.5,1101,일반,SK에너지
강동구,0,1456,1265,1101,일반,SK에너지
강동구,0,1456,1265,1101,일반,SK에너지
강동구,0,1458.9,1267.74,1101,일반,SK에너지
강동구,0,1415,1225,0,셀프,GS칼텍스
강동구,0,1415,1225,0,셀프,GS칼텍스
강동구,0,1415,1225,0,셀프,GS칼텍스
강동구,0,1406.94,1213.06,0,셀프,GS칼텍스
강동구,0,1396.47,1201.6,0,셀프,GS칼텍스
강동구,0,1430.58,1230.58,0,셀프,GS칼텍스
강동구,1617.26,1417.26,1224.1,1000,일반,GS칼텍스
강동구,1615,1415,1218.52,1000,일반,GS칼텍스
강동구,1615,1415,1220.03,1000,일반,GS칼텍스
강동구,1599.9,1399.9,1202.32,1000,일반,GS칼텍스
강동구,1591.67,1391.67,1194.17,1000,일반,GS칼텍스
강동구,1613.13,1413.13,1214.77,1000,일반,GS칼텍스
강동구,0,1435.97,1257.32,1000,일반,현대오일뱅크
강동구,0,1465,1267,1000,일반,현대오일뱅크
강동구,0,1465,1267,1000,일반,현대오일뱅크
강동구,0,1465,1267,1000,일반,현대오일뱅크
강동구,0,1465,1267,1000,일반,현대오일뱅크
강동구,0,1473.26,1274.74,1025.81,일반,현대오일뱅크
강동구,1660.61,1421.58,1225,0,셀프,현대오일뱅크
강동구,1625,1435.81,1237.23,0,셀프,현대오일뱅크
강동구,1625,1441.4,1250,0,셀프,현대오일뱅크
강동구,1625,1402.74,1205.74,0,셀프,현대오일뱅크
강동구,1625,1395,1198,0,셀프,현대오일뱅크
강동구,1625,1419.97,1229.19,0,셀프,현대오일뱅크
강동구,1640.29,1427.58,1227.58,0,셀프,현대오일뱅크
강동구,1598,1440.27,1243.93,0,셀프,현대오일뱅크
강동구,1598,1450.6,1257.6,0,셀프,현대오일뱅크
강동구,1598,1408.45,1209.61,0,셀프,현대오일뱅크
강동구,1598,1398,1198,0,셀프,현대오일뱅크
강동구,1599.29,1426.61,1223.84,0,셀프,현대오일뱅크
강북구,0,1317,1117,750,셀프,현대오일뱅크
강북구,0,1317,1117,750,셀프,현대오일뱅크
강북구,0,1307.93,1107.93,753.33,셀프,현대오일뱅크
강북구,0,1274.26,1074.26,800,셀프,현대오일뱅크
강북구,0,1252.67,1052.67,800,셀프,현대오일뱅크
강북구,0,1342.87,1142.87,829.03,셀프,현대오일뱅크
강북구,0,1347,1157,0,일반,SK에너지
강북구,0,1347,1157,0,일반,SK에너지
강북구,0,1342,1152,0,일반,SK에너지
강북구,0,1295.84,1097.45,0,일반,SK에너지
강북구,0,1271.87,1071.87,0,일반,SK에너지
강북구,0,1356.74,1164.48,0,일반,SK에너지
강북구,0,1357,1167,0,셀프,SK에너지
강북구,0,1357,1165.94,0,셀프,SK에너지
강북구,0,1348.33,1157.23,0,셀프,SK에너지
강북구,0,1318.61,1122.16,0,셀프,SK에너지
강북구,0,1279.57,1079.57,0,셀프,SK에너지
강북구,0,1357.03,1157.03,0,셀프,SK에너지
강북구,1637,1360,1166.33,0,셀프,GS칼텍스
강북구,1637,1365.55,1165.55,0,셀프,GS칼텍스
강북구,1637,1348.97,1148.97,0,셀프,GS칼텍스
강북구,1637,1313.45,1113.45,0,셀프,GS칼텍스
강북구,1637,1296.67,1096.67,0,셀프,GS칼텍스
강북구,1597.68,1351.55,1151.55,0,셀프,GS칼텍스
강북구,0,1380.61,1180.61,993.55,일반,GS칼텍스
강북구,0,1376.74,1177.87,997.58,일반,GS칼텍스
강북구,0,1347.67,1147.17,999.17,일반,GS칼텍스
강북구,0,1313.19,1112.71,1000,일반,GS칼텍스
강북구,0,1299,1099,999.17,일반,GS칼텍스
강북구,0,1369,1168.52,1000,일반,GS칼텍스
강북구,0,1368.39,1175.78,0,일반,S-OIL
강북구,0,1361.53,1160.74,0,일반,S-OIL
강북구,0,1350,1150,0,일반,S-OIL
강북구,0,1325.71,1116.71,0,일반,S-OIL
강북구,0,1299,1098,0,일반,S-OIL
강북구,0,1343.67,1143.57,0,일반,S-OIL
강북구,0,1317,1117,0,셀프,S-OIL
강북구,0,1317,1117,0,셀프,S-OIL
강북구,0,1307.93,1107.93,0,셀프,S-OIL
강북구,0,1275.1,1075.1,0,셀프,S-OIL
강북구,0,1252.67,1052.67,0,셀프,S-OIL
강북구,0,1342.87,1142.87,0,셀프,S-OIL
강북구,0,1370.94,1176.42,900,셀프,SK에너지
강북구,0,1377.06,1177.06,900,셀프,SK에너지
강북구,0,1364.33,1164.33,900,셀프,SK에너지
강북구,0,1343.52,1137.39,900,셀프,SK에너지
강북구,0,1301.67,1100,900,셀프,SK에너지
강북구,0,1365.77,1165.77,900,셀프,SK에너지
강북구,0,1331.19,1131.19,0,셀프,GS칼텍스
강북구,0,1328.61,1128.61,0,셀프,GS칼텍스
강북구,0,1312.3,1112.3,0,셀프,GS칼텍스
강북구,0,1273.9,1073.9,0,셀프,GS칼텍스
강북구,0,1250.2,1049.8,0,셀프,GS칼텍스
강북구,0,1328.19,1128.19,0,셀프,GS칼텍스
강북구,0,1384.16,1184.16,0,셀프,SK에너지
강북구,0,1372.87,1172.87,0,셀프,SK에너지
강북구,0,1347,1147,0,셀프,SK에너지
강북구,0,1326.94,1126.29,0,셀프,SK에너지
강북구,0,1273.17,1074.87,0,셀프,SK에너지
강북구,0,1354.84,1152.81,0,셀프,SK에너지
강북구,1767,1360.55,1167,0,셀프,현대오일뱅크
강북구,1767,1374.81,1174.81,0,셀프,현대오일뱅크
강북구,1767,1369.27,1165.6,0,셀프,현대오일뱅크
강북구,1767,1338.1,1131,0,셀프,현대오일뱅크
강북구,1767,1299,1099,0,셀프,현대오일뱅크
강북구,1626.1,1361.58,1161.58,0,셀프,현대오일뱅크
강북구,1767,1360.55,1167,0,셀프,현대오일뱅크
강북구,1767,1374.81,1174.81,0,셀프,현대오일뱅크
강북구,1767,1369.27,1165.6,0,셀프,현대오일뱅크
강북구,1767,1337.97,1129.9,0,셀프,현대오일뱅크
강북구,1767,1299.1,1100.53,0,셀프,현대오일뱅크
강북구,1718.23,1362.23,1162.55,0,셀프,현대오일뱅크
강북구,1767,1360.55,1167,0,셀프,현대오일뱅크
강북구,1767,1374.81,1174.81,0,셀프,현대오일뱅크
강북구,1767,1378.27,1176.33,0,셀프,현대오일뱅크
강북구,1767,1338.87,1135.13,0,셀프,현대오일뱅크
강북구,1767,1299.3,1099.9,0,셀프,현대오일뱅크
강북구,1719.77,1361.58,1161.58,0,셀프,현대오일뱅크
강서구,0,1452.65,1261.35,0,셀프,S-OIL
강서구,0,1455.94,1264.77,0,셀프,S-OIL
강서구,0,1446.07,1253.6,0,셀프,S-OIL
강서구,0,1425.42,1231.84,0,셀프,S-OIL
강서구,0,1408.1,1214.17,0,셀프,S-OIL
강서구,0,1447.06,1252.39,0,셀프,S-OIL
강서구,0,1344,1153,1020,셀프,S-OIL
강서구,0,1344,1153,1020,셀프,S-OIL
강서구,0,1344,1153,1020,셀프,S-OIL
강서구,0,1335.61,1144.61,1020,셀프,S-OIL
강서구,0,1319,1128,1020,셀프,S-OIL
강서구,0,1358.19,1164.84,1020,셀프,S-OIL
강서구,1689,1347,1143,0,셀프,SK에너지
강서구,1689,1340.81,1139.9,0,셀프,SK에너지
강서구,1689,1331,1131,0,셀프,SK에너지
강서구,1689,1304.81,1103.84,0,셀프,SK에너지
강서구,1689,1289,1089,0,셀프,SK에너지
강서구,1697.26,1347.39,1147.39,0,셀프,SK에너지
강서구,1689,1413.39,1226.29,0,일반,SK에너지
강서구,1689,1415,1235,0,일반,SK에너지
강서구,1689,1405,1225,0,일반,SK에너지
강서구,1689,1395,1202.74,0,일반,SK에너지
강서구,1689,1385.67,1195,0,일반,SK에너지
강서구,1692.87,1427.9,1237.58,0,일반,SK에너지
강서구,0,1367,1167,1250,일반,GS칼텍스
강서구,0,1367,1167,1250,일반,GS칼텍스
강서구,0,1367,1166.5,1250,일반,GS칼텍스
강서구,0,1356.68,1156.68,1250,일반,GS칼텍스
강서구,0,1327,1127,1250,일반,GS칼텍스
강서구,0,1378.61,1178.13,1250,일반,GS칼텍스
강서구,0,1317,1117.03,0,셀프,SK에너지
강서구,0,1310.55,1110.55,0,셀프,SK에너지
강서구,0,1294.2,1094.2,0,셀프,SK에너지
강서구,0,1279.19,1079.19,0,셀프,SK에너지
강서구,0,1272,1072,0,셀프,SK에너지
강서구,0,1344.55,1144.55,0,셀프,SK에너지
강서구,0,1357,1157,0,셀프,SK에너지
강서구,0,1357,1157,0,셀프,SK에너지
강서구,0,1337,1137,0,셀프,SK에너지
강서구,0,1311.84,1111.84,0,셀프,SK에너지
강서구,0,1299.67,1099.67,0,셀프,SK에너지
강서구,0,1358.29,1158.29,0,셀프,SK에너지
강서구,0,1309.81,1109.81,0,일반,알뜰주유소
강서구,0,1308,1108,0,일반,알뜰주유소
강서구,0,1288.2,1088.2,0,일반,알뜰주유소
강서구,0,1264.06,1064.74,0,일반,알뜰주유소
강서구,0,1244.83,1045.4,0,일반,알뜰주유소
강서구,0,1308.45,1107.81,0,일반,알뜰주유소
강서구,1669,1395,1215,0,셀프,GS칼텍스
강서구,1669,1395,1215,0,셀프,GS칼텍스
강서구,1643,1384.33,1207,0,셀프,GS칼텍스
강서구,1605.77,1373.71,1188.87,0,셀프,GS칼텍스
강서구,1599,1365,1185,0,셀프,GS칼텍스
강서구,1639.97,1413.06,1223.71,0,셀프,GS칼텍스
강서구,1669,1395,1215,0,셀프,GS칼텍스
강서구,1669,1395,1215,0,셀프,GS칼텍스
강서구,1643,1384.33,1207,0,셀프,GS칼텍스
강서구,1605.77,1373.71,1187.58,0,셀프,GS칼텍스
강서구,1599,1365,1175,0,셀프,GS칼텍스
강서구,1639.97,1413.06,1220.16,0,셀프,GS칼텍스
강서구,1669,1398.87,1235,1019.35,일반,GS칼텍스
강서구,1669,1395,1235,1000,일반,GS칼텍스
강서구,1643,1383,1219,1000,일반,GS칼텍스
강서구,1605.77,1366.03,1188.81,1000,일반,GS칼텍스
강서구,1599,1358,1187,1001.67,일반,GS칼텍스
강서구,1639.97,1410.58,1228.61,1001.61,일반,GS칼텍스
강서구,0,1415,1235,0,일반,GS칼텍스
강서구,0,1415,1235,0,일반,GS칼텍스
강서구,0,1404.33,1224.33,0,일반,GS칼텍스
강서구,0,1393.71,1202.74,0,일반,GS칼텍스
강서구,0,1385,1195,0,일반,GS칼텍스
강서구,0,1428.55,1235.65,0,일반,GS칼텍스
강서구,0,1346,1156,0,셀프,SK에너지
강서구,0,1351.48,1153.26,0,셀프,SK에너지
강서구,0,1356,1151,0,셀프,SK에너지
강서구,0,1318.26,1117.77,0,셀프,SK에너지
강서구,0,1272.57,1076.7,0,셀프,SK에너지
강서구,0,1360.29,1163.65,0,셀프,SK에너지
강서구,0,1452.52,1252.26,1078.58,일반,GS칼텍스
강서구,0,1455,1255,1078,일반,GS칼텍스
강서구,0,1449.63,1246.5,1078,일반,GS칼텍스
강서구,0,1426.94,1218.77,1080.9,일반,GS칼텍스
강서구,0,1404.37,1204.37,1085.43,일반,GS칼텍스
강서구,0,1452.39,1251.45,1103.87,일반,GS칼텍스
강서구,0,1337.19,1137.19,954.84,일반,SK에너지
강서구,0,1333,1133,950,일반,SK에너지
강서구,0,1306.67,1106.67,950,일반,SK에너지
강서구,0,1278.48,1078.48,950,일반,SK에너지
강서구,0,1266.33,1066.33,954.33,일반,SK에너지
강서구,0,1339.16,1139.16,1020,일반,SK에너지
강서구,0,1403.71,1218.71,0,셀프,SK에너지
강서구,0,1410,1230,0,셀프,SK에너지
강서구,0,1408,1228,0,셀프,SK에너지
강서구,0,1391.13,1198.23,0,셀프,SK에너지
강서구,0,1389,1189,0,셀프,SK에너지
강서구,0,1421.61,1227.55,0,셀프,SK에너지
강서구,1482.19,1340.48,1144.48,0,셀프,S-OIL
강서구,1490.94,1337,1141,0,셀프,S-OIL
강서구,1495,1310.67,1113.27,0,셀프,S-OIL
강서구,1476.48,1280.61,1082.71,0,셀프,S-OIL
강서구,1465,1268.07,1070.53,0,셀프,S-OIL
강서구,1525.32,1339.13,1140.68,0,셀프,S-OIL
강서구,0,1397.71,1196.74,0,셀프,S-OIL
강서구,0,1398,1198,0,셀프,S-OIL
강서구,0,1392.63,1187.97,0,셀프,S-OIL
강서구,0,1348.87,1132.74,0,셀프,S-OIL
강서구,0,1301,1101,0,셀프,S-OIL
강서구,0,1378.16,1173.32,0,셀프,S-OIL
강서구,0,1688,1468,0,일반,SK에너지
강서구,0,1688,1468,0,일반,SK에너지
강서구,0,1688,1468,0,일반,SK에너지
강서구,0,1688,1468,0,일반,SK에너지
강서구,0,1688,1468,0,일반,SK에너지
강서구,0,1694.45,1470.42,0,일반,SK에너지
강서구,0,1395,1215,0,일반,SK에너지
강서구,0,1395,1233.06,0,일반,SK에너지
강서구,0,1383.67,1223.67,0,일반,SK에너지
강서구,0,1366.58,1191,1000,일반,SK에너지
강서구,0,1358,1187,1000,일반,SK에너지
강서구,0,1400.58,1222.23,1053.23,일반,SK에너지
강서구,0,1335.71,1147.65,895,셀프,알뜰주유소
강서구,0,1336.35,1141.52,895,셀프,알뜰주유소
강서구,0,1312.33,1114.67,895,셀프,알뜰주유소
강서구,0,1282.16,1084.42,895,셀프,알뜰주유소
강서구,0,1265.37,1065.37,895,셀프,알뜰주유소
강서구,0,1335.52,1134.26,920.16,셀프,알뜰주유소
강서구,1514,1346,1156,1100,셀프,GS칼텍스
강서구,1514,1357.61,1148.52,1100,셀프,GS칼텍스
강서구,1518.67,1380.67,1123.5,1100,셀프,GS칼텍스
강서구,1484.81,1337.9,1111,1100,셀프,GS칼텍스
강서구,1422.33,1272.33,1078.4,1100,셀프,GS칼텍스
강서구,1483.9,1333.71,1137.26,1100,셀프,GS칼텍스
강서구,0,1535,1332,0,셀프,S-OIL
강서구,0,1535,1332,0,셀프,S-OIL
강서구,0,1535,1332,0,셀프,S-OIL
강서구,0,1535,1332,0,셀프,S-OIL
강서구,0,1535,1332,0,셀프,S-OIL
강서구,0,1566.94,1366.35,0,셀프,S-OIL
강서구,0,1477.03,1277.03,990,일반,SK에너지
강서구,0,1478,1278,990,일반,SK에너지
강서구,0,1460,1260,990,일반,SK에너지
강서구,0,1440.26,1240.26,1062.26,일반,SK에너지
강서구,0,1400,1210,1100,일반,SK에너지
강서구,0,1454.45,1258,1100,일반,SK에너지
강서구,1477,1387,1217,0,셀프,S-OIL
강서구,1491.84,1389.58,1221.65,0,셀프,S-OIL
강서구,1480.33,1388,1211.4,0,셀프,S-OIL
강서구,1465.97,1335.97,1176.29,0,셀프,S-OIL
강서구,1452.4,1296.67,1157.13,0,셀프,S-OIL
강서구,1517.58,1395.9,1219.45,0,셀프,S-OIL
강서구,0,1339.9,1139.9,0,셀프,현대오일뱅크
강서구,0,1338.26,1138.26,0,셀프,현대오일뱅크
강서구,0,1307.8,1107.8,0,셀프,현대오일뱅크
강서구,0,1276.61,1076.61,0,셀프,현대오일뱅크
강서구,0,1264.17,1064.17,0,셀프,현대오일뱅크
강서구,0,1350.48,1150.81,0,셀프,현대오일뱅크
강서구,0,1357,1157,0,일반,현대오일뱅크
강서구,0,1357,1157,0,일반,현대오일뱅크
강서구,0,1357,1157,0,일반,현대오일뱅크
강서구,0,1346.35,1148.29,0,일반,현대오일뱅크
강서구,0,1317,1127,0,일반,현대오일뱅크
강서구,0,1367.65,1175.39,0,일반,현대오일뱅크
강서구,1537.39,1386.26,1191.03,1000,일반,현대오일뱅크
강서구,1595.29,1399.81,1205.68,1000,일반,현대오일뱅크
강서구,1603.17,1405.5,1202.5,1000,일반,현대오일뱅크
강서구,1599,1372.55,1180.29,1000,일반,현대오일뱅크
강서구,1571,1344.33,1169,997.67,일반,현대오일뱅크
강서구,1571.58,1389.45,1197.87,1000,일반,현대오일뱅크
강서구,1572.55,1407.55,1219.52,0,일반,현대오일뱅크
강서구,1594.48,1414.32,1237.26,0,일반,현대오일뱅크
강서구,1599,1411.67,1230.83,0,일반,현대오일뱅크
강서구,1599,1390.61,1192.23,0,일반,현대오일뱅크
강서구,1599,1389,1187.33,0,일반,현대오일뱅크
강서구,1612.55,1433.52,1234.81,0,일반,현대오일뱅크
강서구,0,1346.74,1152,0,셀프,현대오일뱅크
강서구,0,1355.87,1160.48,0,셀프,현대오일뱅크
강서구,0,1362.17,1163.13,0,셀프,현대오일뱅크
강서구,0,1321.87,1140.68,0,셀프,현대오일뱅크
강서구,0,1289,1147,0,셀프,현대오일뱅크
강서구,0,1355.29,1192.06,0,셀프,현대오일뱅크
강서구,0,1365.61,1164.97,0,일반,현대오일뱅크
강서구,0,1396,1198.5,0,일반,현대오일뱅크
강서구,0,1389,1184.33,0,일반,현대오일뱅크
강서구,0,1340.61,1132.23,0,일반,현대오일뱅크
강서구,0,1339,1129,0,일반,현대오일뱅크
강서구,0,1383.52,1182.55,0,일반,현대오일뱅크
강서구,0,1309.81,1109.81,0,셀프,알뜰주유소
강서구,0,1308,1108,0,셀프,알뜰주유소
강서구,0,1288.2,1088.2,0,셀프,알뜰주유소
강서구,0,1264.06,1064.58,0,셀프,알뜰주유소
강서구,0,1244.83,1045.4,0,셀프,알뜰주유소
강서구,0,1308.15,1066.19,0,셀프,알뜰주유소
강서구,1657,1383,1181,0,셀프,SK에너지
강서구,1530.06,1385.19,1184.29,0,셀프,SK에너지
강서구,1472.43,1364.93,1165.63,0,셀프,SK에너지
강서구,1512.45,1347.87,1148.58,0,셀프,SK에너지
