구,고급휘발유,휘발유,경유,실내등유,셀프여부,상표
노원구,0,1467.48,1276.81,1190,셀프,GS칼텍스
노원구,0,1330.47,1128.87,1175.38,셀프,GS칼텍스
노원구,0,1279.32,1071.26,1000,셀프,GS칼텍스
노원구,0,1370.67,1170.67,0,셀프,GS칼텍스
노원구,0,1600.87,1421.55,0,셀프,S-OIL
노원구,0,1560.48,1374.9,0,셀프,S-OIL
노원구,0,1507.03,1315.81,0,셀프,S-OIL
노원구,0,1350,1163.67,0,셀프,S-OIL
노원구,0,1266.29,1084.35,0,셀프,S-OIL
노원구,0,1364.53,1152.2,0,셀프,S-OIL
노원구,0,1639,1489,1106.45,일반,GS칼텍스
노원구,0,1639,1489,1110.34,일반,GS칼텍스
노원구,0,1553.58,1394.13,1061.29,일반,GS칼텍스
노원구,0,1421.4,1254.4,1000,일반,GS칼텍스
노원구,0,1337.48,1190.13,1000,일반,GS칼텍스
노원구,0,1400.33,1221.33,1000,일반,GS칼텍스
노원구,1688,1547.42,1377.42,1050,셀프,GS칼텍스
노원구,1697.66,1520.48,1353.07,1050,셀프,GS칼텍스
노원구,1655.1,1454,1277.23,1050,셀프,GS칼텍스
노원구,1580,1306.67,1117,1050,셀프,GS칼텍스
노원구,1531.87,1242.71,1062.71,1050,셀프,GS칼텍스
노원구,1608.13,1324.47,1137.67,1050,셀프,GS칼텍스
노원구,0,1570.65,1405.65,1150,셀프,SK에너지
노원구,0,1542.41,1373.28,1150,셀프,SK에너지
노원구,0,1470,1296.29,1119.35,셀프,SK에너지
노원구,0,1330,1149.33,1085,셀프,SK에너지
노원구,0,1251.29,1071.29,1012.9,셀프,SK에너지
노원구,0,1339,1152,1010.53,셀프,SK에너지
노원구,0,1680,1540,1300,일반,현대오일뱅크
노원구,0,1668.62,1521.03,1300,일반,현대오일뱅크
노원구,0,1609.68,1449.68,1300,일반,현대오일뱅크
노원구,0,1461.5,1284.67,1233.33,일반,현대오일뱅크
노원구,0,1396.13,1220.97,1200,일반,현대오일뱅크
노원구,0,1441.67,1259.33,1200,일반,현대오일뱅크
노원구,0,1578,1426.39,1197.1,일반,GS칼텍스
노원구,0,1553.86,1373.86,1198,일반,GS칼텍스
노원구,0,1487.03,1293.48,1194.39,일반,GS칼텍스
노원구,0,1338.33,1138.33,1117.43,일반,GS칼텍스
노원구,0,1298,1098,1100,일반,GS칼텍스
노원구,0,1365.33,1168.33,1100,일반,GS칼텍스
노원구,0,1598,1419,0,셀프,S-OIL
노원구,0,1575.93,1393.48,0,셀프,S-OIL
노원구,0,1507.68,1318.65,0,셀프,S-OIL
노원구,0,1362.33,1180,0,셀프,S-OIL
노원구,0,1301.87,1121.87,0,셀프,S-OIL
노원구,0,1374,1182.67,0,셀프,S-OIL
노원구,0,1753.48,1595.74,1330.74,일반,SK에너지
노원구,0,1735.24,1560.07,1347,일반,SK에너지
노원구,0,1675.42,1475.42,1347,일반,SK에너지
노원구,0,1598,1398,1193.23,일반,SK에너지
노원구,0,1512.84,1312.84,1148,일반,SK에너지
노원구,0,1535.33,1335.33,1148,일반,SK에너지
노원구,0,1545.71,1375.71,1099,셀프,GS칼텍스
노원구,0,1511.48,1322.17,1099,셀프,GS칼텍스
노원구,0,1432.94,1234.23,1060.29,셀프,GS칼텍스
노원구,0,1268.87,1076.87,999,셀프,GS칼텍스
노원구,0,1234.81,1054.81,999,셀프,GS칼텍스
노원구,0,1335.67,1135.67,999,셀프,GS칼텍스
노원구,1690.58,1567.84,1397,0,셀프,S-OIL
노원구,1698,1531.76,1361.14,0,셀프,S-OIL
노원구,1651.87,1454.65,1282.39,0,셀프,S-OIL
노원구,1577.67,1318.67,1130.67,0,셀프,S-OIL
노원구,1533.16,1259.16,1079.16,0,셀프,S-OIL
노원구,1617.33,1343.33,1156.67,0,셀프,S-OIL
노원구,0,1689.35,1521.94,0,일반,GS칼텍스
노원구,0,1660,1468.97,0,일반,GS칼텍스
노원구,0,1630.97,1443.39,0,일반,GS칼텍스
노원구,0,1453.73,1273.33,0,일반,GS칼텍스
노원구,0,1365,1195,0,일반,GS칼텍스
노원구,0,1420.17,1240,0,일반,GS칼텍스
노원구,1753,1572.84,1418,1040,일반,SK에너지
노원구,1753,1565.93,1405.93,1040,일반,SK에너지
노원구,1753,1477.84,1326.71,1040,일반,SK에너지
노원구,1734.67,1331.33,1202.67,1040,일반,SK에너지
노원구,1698,1260.9,1130.9,1040,일반,SK에너지
노원구,1698,1329,1161,1040,일반,SK에너지
노원구,1983.48,1749.19,1599,1167.26,일반,SK에너지
노원구,1941.9,1698.79,1523.83,1088.79,일반,SK에너지
노원구,1848.45,1611.58,1420.29,965.19,일반,SK에너지
노원구,1709.73,1480,1262.07,767.67,일반,SK에너지
노원구,1646.13,1403.45,1203.45,779.65,일반,SK에너지
노원구,1640.53,1400.87,1212.87,895,일반,현대오일뱅크
노원구,1871.42,1616.84,1472.97,1090,셀프,SK에너지
노원구,1778,1577.48,1404.9,1110.34,셀프,SK에너지
노원구,1701.55,1479.61,1325.74,1048.39,셀프,SK에너지
노원구,1598,1352.67,1177.67,1000,셀프,SK에너지
노원구,1598,1298,1148,1000,셀프,SK에너지
노원구,1648.33,1356.67,1186,1000,셀프,SK에너지
도봉구,0,1568.97,1393.48,1100,셀프,현대오일뱅크
도봉구,0,1551.79,1370.76,1100,셀프,현대오일뱅크
도봉구,0,1472.39,1284.97,1100,셀프,현대오일뱅크
도봉구,0,1331,1131,1100,셀프,현대오일뱅크
도봉구,0,1263.39,1071.13,1100,셀프,현대오일뱅크
도봉구,0,1361.73,1163.07,1100,셀프,현대오일뱅크
도봉구,0,1555.77,1397.39,1150,셀프,S-OIL
도봉구,0,1525.55,1378.48,1150,셀프,S-OIL
도봉구,0,1442.1,1288.74,1150,셀프,S-OIL
도봉구,0,1295.6,1124.27,1115,셀프,S-OIL
도봉구,0,1238.03,1069.97,1100,셀프,S-OIL
도봉구,0,1344.33,1144,1100,셀프,S-OIL
도봉구,0,1570.61,1408.03,0,셀프,S-OIL
도봉구,0,1516.17,1359,0,셀프,S-OIL
도봉구,0,1498,1359,0,셀프,S-OIL
도봉구,0,1498,1359,0,셀프,S-OIL
도봉구,0,1382.03,1230.68,0,셀프,S-OIL
도봉구,0,1477.4,1289.8,0,셀프,S-OIL
도봉구,0,1532.68,1365.58,0,셀프,S-OIL
도봉구,0,1500.9,1333.48,0,셀프,S-OIL
도봉구,0,1413.45,1229.45,0,셀프,S-OIL
도봉구,0,1244.2,1050.2,0,셀프,S-OIL
도봉구,0,1206.1,1011.33,0,셀프,S-OIL
도봉구,0,1318.33,1116.33,0,셀프,S-OIL
도봉구,0,1610.77,1468.42,0,셀프,현대오일뱅크
도봉구,0,1602.79,1454.69,0,셀프,현대오일뱅크
도봉구,0,1486.07,1282.82,0,셀프,현대오일뱅크
도봉구,0,1315.17,1108.47,0,셀프,현대오일뱅크
도봉구,0,1249.42,1028.55,0,셀프,현대오일뱅크
도봉구,0,1344.93,1135.43,0,셀프,현대오일뱅크
도봉구,0,1596.42,1436.42,0,일반,GS칼텍스
도봉구,0,1576.24,1410.38,0,일반,GS칼텍스
도봉구,0,1503.84,1329.32,0,일반,GS칼텍스
도봉구,0,1334,1130.67,0,일반,GS칼텍스
도봉구,0,1277.39,1078.68,0,일반,GS칼텍스
도봉구,0,1374.67,1174.67,0,일반,GS칼텍스
도봉구,0,1518.55,1350.48,990,일반,현대오일뱅크
도봉구,0,1487.24,1327.93,990,일반,현대오일뱅크
도봉구,0,1404.19,1219.35,966.77,일반,현대오일뱅크
도봉구,0,1235.8,1042.13,816.67,일반,현대오일뱅크
도봉구,0,1178.32,988,791.61,일반,현대오일뱅크
도봉구,0,1298.67,1099.67,840,일반,현대오일뱅크
도봉구,0,1531.9,1361.42,0,셀프,SK에너지
도봉구,0,1506.24,1336.24,0,셀프,SK에너지
도봉구,0,1469.65,1279.32,0,셀프,SK에너지
도봉구,0,1285.47,1092.67,0,셀프,SK에너지
도봉구,0,1207.65,1016.35,0,셀프,SK에너지
도봉구,0,1313.33,1116,0,셀프,SK에너지
도봉구,0,1523.84,1354.48,1100,셀프,SK에너지
도봉구,0,1495.55,1332.45,1100,셀프,SK에너지
도봉구,0,1408.84,1225.03,1100,셀프,SK에너지
도봉구,0,1238.77,1045.03,1100,셀프,SK에너지
도봉구,0,1187.32,995.61,1100,셀프,SK에너지
도봉구,0,1297.93,1100.27,1100,셀프,SK에너지
도봉구,0,1551.29,1383.65,0,셀프,S-OIL
도봉구,0,1525.97,1364.86,0,셀프,S-OIL
도봉구,0,1429.16,1256.94,0,셀프,S-OIL
도봉구,0,1282.27,1092.27,0,셀프,S-OIL
도봉구,0,1226.42,1035.94,0,셀프,S-OIL
도봉구,0,1320,1120,0,셀프,S-OIL
도봉구,2008.16,1608.16,1408.81,1076.13,셀프,S-OIL
도봉구,1974.86,1574.86,1386.93,1060.34,셀프,S-OIL
도봉구,1859.77,1494.81,1300.94,1050,셀프,S-OIL
도봉구,1712.67,1339.47,1150.93,1036,셀프,S-OIL
도봉구,1656.94,1279.61,1090.87,990,셀프,S-OIL
도봉구,1770.33,1376.97,1172.67,990,셀프,S-OIL
도봉구,0,1529.55,1369.97,0,셀프,SK에너지
도봉구,0,1500.9,1345.9,0,셀프,SK에너지
도봉구,0,1416.65,1245.61,0,셀프,SK에너지
도봉구,0,1240.37,1049.27,0,셀프,SK에너지
도봉구,0,1196.42,1007.94,0,셀프,SK에너지
도봉구,0,1312.27,1113.67,0,셀프,SK에너지
도봉구,1682.1,1528.03,1382.55,1000,셀프,GS칼텍스
도봉구,1685,1519.9,1360.72,1000,셀프,GS칼텍스
도봉구,1624.68,1419.9,1245.77,1000,셀프,GS칼텍스
도봉구,1461.53,1246.07,1052.07,1000,셀프,GS칼텍스
도봉구,1442.23,1197.84,1007.84,929.03,셀프,GS칼텍스
도봉구,1479.07,1308.37,1114.73,896.67,셀프,GS칼텍스
도봉구,1682.1,1528.03,1382.55,1000,셀프,GS칼텍스
도봉구,1673.28,1528.1,1364.34,1000,셀프,GS칼텍스
도봉구,1617.9,1419.55,1245.35,987.1,셀프,GS칼텍스
도봉구,1461.2,1245.13,1050.93,820,셀프,GS칼텍스
도봉구,1443.03,1208.84,1018.84,820.97,셀프,GS칼텍스
도봉구,1476.67,1316.13,1122.33,896.67,셀프,GS칼텍스
도봉구,0,1544.48,1381.45,1100,셀프,S-OIL
도봉구,0,1514.17,1354.17,1100,셀프,S-OIL
도봉구,0,1432.23,1260.94,1100,셀프,S-OIL
도봉구,0,1263.67,1070.47,1100,셀프,S-OIL
도봉구,0,1215.84,1025.84,1100,셀프,S-OIL
도봉구,0,1323.67,1124.67,1100,셀프,S-OIL
도봉구,0,1518.55,1350.16,0,일반,현대오일뱅크
도봉구,0,1487.24,1328.1,0,일반,현대오일뱅크
도봉구,0,1404.19,1219.35,0,일반,현대오일뱅크
도봉구,0,1236.27,1042.6,0,일반,현대오일뱅크
도봉구,0,1184.1,985.55,0,일반,현대오일뱅크
도봉구,0,1299.67,1097.67,0,일반,현대오일뱅크
도봉구,0,1547.06,1379.13,0,셀프,SK에너지
도봉구,0,1487.48,1348.31,0,셀프,SK에너지
도봉구,0,1413.9,1239.39,0,셀프,SK에너지
도봉구,0,1241.93,1047.73,0,셀프,SK에너지
도봉구,0,1177.77,986.61,0,셀프,SK에너지
도봉구,0,1308.53,1108.53,0,셀프,현대오일뱅크
도봉구,1983.58,1663.58,1527.45,1173.19,일반,SK에너지
도봉구,1940.71,1620.71,1486.36,1092.93,일반,SK에너지
도봉구,1820.1,1500.1,1360.61,970.48,일반,SK에너지
도봉구,1652.2,1332.4,1169.4,768,일반,SK에너지
도봉구,1594.16,1274.16,1116.74,753.19,일반,SK에너지
도봉구,1767,1342.33,1163.67,829,일반,현대오일뱅크
동대문구,0,1574,1399.48,1150,셀프,SK에너지
동대문구,0,1574,1397.24,1150,셀프,SK에너지
동대문구,0,1574,1397,1150,셀프,SK에너지
동대문구,0,1500,0,0,셀프,S-OIL
동대문구,0,1574,1397,1150,셀프,SK에너지
동대문구,0,1199.03,1011.77,848.39,셀프,S-OIL
동대문구,0,1306.3,1107.03,946.67,셀프,S-OIL
동대문구,0,1595.77,1426.74,1150,셀프,SK에너지
동대문구,0,1553.48,1392.45,1150,셀프,SK에너지
동대문구,0,1476.1,1296.1,1150,셀프,SK에너지
동대문구,0,1332.27,1145.57,1080,셀프,SK에너지
동대문구,0,1271.55,1078.97,940,셀프,SK에너지
동대문구,0,1372,1169.67,940,셀프,SK에너지
동대문구,1792.1,1575.26,1376.77,0,셀프,GS칼텍스
동대문구,1742.59,1524.79,1327.03,0,셀프,GS칼텍스
동대문구,1650.9,1433.77,1232.71,800,셀프,GS칼텍스
동대문구,1515.83,1290.13,1095.57,762.5,셀프,GS칼텍스
동대문구,1484.68,1244.74,1053.29,787.04,셀프,GS칼텍스
동대문구,1598.67,1359.93,1150.17,1000,셀프,GS칼텍스
동대문구,0,1739.52,1558.61,0,일반,SK에너지
동대문구,0,1687.76,1517.76,0,일반,SK에너지
동대문구,0,1640.29,1445.32,0,일반,SK에너지
동대문구,0,1479.67,1280,0,일반,SK에너지
동대문구,0,1456,1280,0,일반,SK에너지
동대문구,0,1507.4,1324.53,0,일반,SK에너지
동대문구,0,1563.19,1385.13,0,일반,GS칼텍스
동대문구,0,1569,1389,0,일반,GS칼텍스
동대문구,0,1551.58,1389,0,일반,GS칼텍스
동대문구,0,1314.4,1125.28,0,일반,GS칼텍스
동대문구,0,1248.94,1063.13,0,일반,GS칼텍스
동대문구,0,1366.33,1167.8,0,일반,GS칼텍스
동대문구,1798,1604.81,1404.16,0,일반,GS칼텍스
동대문구,1786.28,1570.76,1372.1,0,일반,GS칼텍스
동대문구,1734.13,1493.16,1301.26,0,일반,GS칼텍스
동대문구,1618,1326.67,1151.67,0,일반,GS칼텍스
동대문구,1562.52,1275.42,1104.16,0,일반,GS칼텍스
동대문구,1647.67,1382.33,1188.67,0,일반,GS칼텍스
동대문구,0,1636.1,1441.9,0,셀프,GS칼텍스
동대문구,0,1612.79,1436.59,0,셀프,GS칼텍스
동대문구,0,1527.06,1343.52,0,셀프,GS칼텍스
동대문구,0,1376.33,1179.33,0,셀프,GS칼텍스
동대문구,0,1311.26,1113.19,0,셀프,GS칼텍스
동대문구,0,1392,1192,0,셀프,GS칼텍스
동대문구,0,1562.23,1384.48,1200,일반,SK에너지
동대문구,0,1546.24,1366.24,1200,일반,SK에너지
동대문구,0,1524.81,1337.71,1200,일반,SK에너지
동대문구,0,1351.27,1161.93,1200,일반,SK에너지
동대문구,0,1220.03,1025.06,1200,일반,SK에너지
동대문구,0,1329.93,1127.6,1200,일반,SK에너지
동대문구,0,1556.77,1379.03,0,셀프,현대오일뱅크
동대문구,0,1521.28,1348.9,0,셀프,현대오일뱅크
동대문구,0,1436.55,1266.84,0,셀프,현대오일뱅크
동대문구,0,1310.47,1128.13,0,셀프,현대오일뱅크
동대문구,0,1242.1,1068.87,0,셀프,현대오일뱅크
동대문구,0,1341.67,1146.67,0,셀프,현대오일뱅크
동대문구,0,1560.48,1385.84,0,셀프,SK에너지
동대문구,0,1562.93,1386.93,0,셀프,SK에너지
동대문구,0,1463.65,1283.97,0,셀프,SK에너지
동대문구,0,1294.2,1110.53,0,셀프,SK에너지
동대문구,0,1238.29,1049.19,0,셀프,SK에너지
동대문구,0,1366.67,1168.33,0,셀프,SK에너지
동대문구,0,1562.23,1384.48,1200,일반,SK에너지
동대문구,0,1569,1389,1200,일반,SK에너지
동대문구,0,1477.65,1299.52,1200,일반,SK에너지
동대문구,0,1309.53,1119.2,1200,일반,SK에너지
동대문구,0,1249.19,1062.87,1200,일반,SK에너지
동대문구,0,1351.07,1152.4,1200,일반,SK에너지
동대문구,0,1584.55,1396,0,일반,현대오일뱅크
동대문구,0,1593.59,1395.24,0,일반,현대오일뱅크
동대문구,0,1546.26,1374,0,일반,현대오일뱅크
동대문구,0,1404.4,1261.07,0,일반,현대오일뱅크
동대문구,0,1342.61,1177.32,0,일반,현대오일뱅크
동대문구,0,1383.67,1186.07,0,일반,현대오일뱅크
동대문구,0,1554.81,1375.97,1150,일반,GS칼텍스
동대문구,0,1513.97,1326.38,1150,일반,GS칼텍스
동대문구,0,1428.1,1235.19,1150,일반,GS칼텍스
동대문구,0,1287,1088.33,1150,일반,GS칼텍스
동대문구,0,1240.81,1050.16,988.71,일반,GS칼텍스
동대문구,0,1347.2,1147.2,950,일반,GS칼텍스
동대문구,0,1610.9,1443.32,1200,일반,S-OIL
동대문구,0,1602.83,1429.03,1200,일반,S-OIL
동대문구,0,1540.58,1351.55,1200,일반,S-OIL
동대문구,0,1396.33,1199.67,1200,일반,S-OIL
동대문구,0,1305.74,1117.35,1200,일반,S-OIL
동대문구,0,1386.33,1194,1200,일반,S-OIL
동대문구,0,1555,1375.97,0,일반,현대오일뱅크
동대문구,0,1493.41,1311.55,0,일반,현대오일뱅크
동대문구,0,1420.16,1227.58,0,일반,현대오일뱅크
동대문구,0,1282,1082,0,일반,현대오일뱅크
동대문구,0,1227.26,1026.29,0,일반,현대오일뱅크
동대문구,0,1327.67,1127.67,0,일반,현대오일뱅크
동대문구,0,1523.94,1362.03,0,일반,GS칼텍스
동대문구,0,1475.1,1304.72,0,일반,GS칼텍스
동대문구,0,1397.52,1213.32,0,일반,GS칼텍스
동대문구,0,1245.33,1056.33,0,일반,GS칼텍스
동대문구,0,1195.55,1008.48,0,일반,GS칼텍스
동대문구,0,1296.33,1105.67,0,일반,GS칼텍스
동대문구,0,1557.06,1379.32,0,셀프,현대오일뱅크
동대문구,0,1517.41,1346.24,0,셀프,현대오일뱅크
동대문구,0,1432,1258.77,0,셀프,현대오일뱅크
동대문구,0,1283.53,1100.43,0,셀프,현대오일뱅크
동대문구,0,1215.35,1021.35,0,셀프,현대오일뱅크
동대문구,0,1317.93,1115.93,0,셀프,현대오일뱅크
동대문구,0,1562.23,1384.48,1200,일반,현대오일뱅크
동대문구,0,1520.86,1349.69,1200,일반,현대오일뱅크
동대문구,0,1431.13,1257.58,1200,일반,현대오일뱅크
동대문구,0,1282.2,1099.53,1200,일반,현대오일뱅크
동대문구,0,1215.35,1021.35,1200,일반,현대오일뱅크
동대문구,0,1317.93,1115.93,1200,일반,현대오일뱅크
동대문구,0,1526.94,1364.03,0,일반,SK에너지
동대문구,0,1477.41,1306.38,0,일반,SK에너지
동대문구,0,1400.48,1215.32,0,일반,SK에너지
동대문구,0,1248.33,1058.33,0,일반,SK에너지
동대문구,0,1198.55,1010.48,0,일반,SK에너지
동대문구,0,1299.33,1107.67,0,일반,SK에너지
동대문구,0,1695,1470,1200,일반,현대오일뱅크
동대문구,0,1695,1470,1200,일반,현대오일뱅크
동대문구,0,1646.61,1431.29,1200,일반,현대오일뱅크
동대문구,0,1535,1330,1200,일반,현대오일뱅크
동대문구,0,1411.13,1206.13,1200,일반,현대오일뱅크
동대문구,0,1444.87,1263.33,920,일반,현대오일뱅크
동대문구,1780.94,1620.94,1453.58,0,일반,SK에너지
동대문구,1769.69,1609.69,1434.86,0,일반,SK에너지
동대문구,1690.94,1530.94,1367.39,0,일반,SK에너지
동대문구,1546.67,1386.67,1206.33,0,일반,SK에너지
동대문구,1487.67,1327.67,1120.29,0,일반,SK에너지
동대문구,1503.67,1347.67,1146.33,0,일반,현대오일뱅크
동대문구,0,1605.13,1427.06,1100,일반,S-OIL
동대문구,0,1590.03,1412.45,1100,일반,S-OIL
동대문구,0,1517.39,1322.87,1061.84,일반,S-OIL
동대문구,0,1346.67,1169.67,941.25,일반,S-OIL
동대문구,0,1269.67,1101,945,일반,S-OIL
동대문구,0,1358.67,1168,900,일반,S-OIL
동작구,0,1581.26,1429.97,0,셀프,GS칼텍스
동작구,0,1567.62,1414.52,0,셀프,GS칼텍스
동작구,0,1513.19,1357.39,0,셀프,GS칼텍스
동작구,0,1393.87,1228.57,0,셀프,GS칼텍스
동작구,0,1315.71,1153.87,0,셀프,GS칼텍스
동작구,0,1387.47,1197.6,0,셀프,GS칼텍스
동작구,0,1609.61,1467.35,1070,일반,GS칼텍스
동작구,0,1580.97,1423.17,1070,일반,GS칼텍스
동작구,0,1500.1,1332.84,1018.77,일반,GS칼텍스
동작구,0,1357.33,1194,900,일반,GS칼텍스
동작구,0,1301.55,1107.68,900,일반,GS칼텍스
동작구,0,1387.33,1186,963,일반,GS칼텍스
동작구,0,1593.58,1484.81,1200,일반,S-OIL
동작구,0,1558.48,1460.03,1200,일반,S-OIL
동작구,0,1485.77,1373.19,1200,일반,S-OIL
동작구,0,1360.43,1249.37,1200,일반,S-OIL
동작구,0,1289.61,1192.19,1200,일반,S-OIL
동작구,0,1366.93,1232.33,1200,일반,S-OIL
동작구,0,1675,1544.68,0,일반,SK에너지
동작구,0,1675,1535,0,일반,SK에너지
동작구,0,1620.81,1493.39,0,일반,SK에너지
동작구,0,1520,1379,0,일반,SK에너지
동작구,0,1465,1295,0,일반,SK에너지
동작구,0,1475.67,1318.67,0,일반,SK에너지
동작구,1739,1565.77,1402.35,1000,일반,GS칼텍스
동작구,1720.38,1533.83,1359.69,1000,일반,GS칼텍스
동작구,1651.9,1450.13,1260.94,1000,일반,GS칼텍스
동작구,1494,1294,1118.33,990,일반,GS칼텍스
동작구,1457.06,1256.55,1057.03,959.68,일반,GS칼텍스
동작구,1514.33,1351.33,1153,1000,일반,GS칼텍스
동작구,0,1564,1414,0,일반,현대오일뱅크
동작구,0,1545.21,1395.21,0,일반,현대오일뱅크
동작구,0,1480.61,1304.81,0,일반,현대오일뱅크
동작구,0,1349.67,1179.67,0,일반,현대오일뱅크
동작구,0,1277.71,1149,0,일반,현대오일뱅크
동작구,0,1332.67,1171,0,일반,현대오일뱅크
동작구,1783.65,1593.65,1479,0,일반,현대오일뱅크
동작구,1782.48,1586.9,1465.55,0,일반,현대오일뱅크
동작구,1715.03,1518.03,1385.77,0,일반,현대오일뱅크
동작구,1584.53,1391.33,1225.07,0,일반,현대오일뱅크
동작구,1525.1,1308.29,1191.55,0,일반,현대오일뱅크
동작구,1524.67,1358.03,1229.23,0,일반,현대오일뱅크
동작구,1744,1571.74,1421.74,0,셀프,현대오일뱅크
동작구,1744,1566.76,1415.9,0,셀프,현대오일뱅크
동작구,1737.87,1512.06,1357.06,0,셀프,현대오일뱅크
동작구,1686.83,1393.53,1228.73,0,셀프,현대오일뱅크
동작구,1556.42,1296.35,1155.42,0,셀프,현대오일뱅크
동작구,1541,1352.4,1187,0,셀프,현대오일뱅크
동작구,1858.03,1595.48,1421.68,0,셀프,SK에너지
동작구,1804.52,1547.76,1357.97,0,셀프,SK에너지
동작구,1738.81,1476.52,1278.87,0,셀프,SK에너지
동작구,1603,1348.3,1137.03,0,셀프,SK에너지
동작구,1525.74,1259.13,1062.13,0,셀프,SK에너지
동작구,1508.67,1340.33,1139,0,셀프,현대오일뱅크
동작구,0,1646.1,1502.1,0,셀프,SK에너지
동작구,0,1574.24,1425.9,0,셀프,SK에너지
동작구,0,1521.52,1362.29,0,셀프,SK에너지
동작구,0,1400.8,1231.67,0,셀프,SK에너지
동작구,0,1295.45,1123.52,0,셀프,SK에너지
동작구,0,1331.17,1165.17,0,셀프,현대오일뱅크
마포구,0,1628,1494.77,0,일반,SK에너지
마포구,0,1602.14,1481.62,0,일반,SK에너지
마포구,0,1561.06,1444.81,0,일반,SK에너지
마포구,0,1421.8,1287.13,0,일반,SK에너지
마포구,0,1325.55,1157.48,0,일반,SK에너지
마포구,0,1408.67,1218.33,0,일반,SK에너지
마포구,2109,1963.84,1813.84,0,일반,SK에너지
마포구,2109,1949,1796.59,0,일반,SK에너지
마포구,2041.26,1891.58,1755.13,0,일반,SK에너지
마포구,1888,1761.33,1620,0,일반,SK에너지
마포구,1788.68,1668.68,1538.68,0,일반,SK에너지
마포구,1784,1664,1524.3,0,일반,SK에너지
마포구,0,1757,1597,0,일반,SK에너지
마포구,0,1746.66,1597,0,일반,SK에너지
마포구,1769,1694.81,1554.81,0,일반,SK에너지
마포구,1681.67,1581.33,1442.67,0,일반,SK에너지
마포구,1587.39,1487.39,1347.39,0,일반,SK에너지
마포구,1652.17,1552.17,1390,0,일반,SK에너지
마포구,2200.52,1679,1522,1394.13,일반,SK에너지
마포구,2156.76,1679,1522,1314.83,일반,SK에너지
마포구,2029.61,1647.06,1476.23,1237.45,일반,SK에너지
마포구,1821.87,1479.67,1303.27,1027.77,일반,SK에너지
마포구,1892.65,1312.87,1140.29,975.35,일반,SK에너지
마포구,1986.77,1369.67,1173,1131.4,일반,SK에너지
마포구,0,1637,1477,0,일반,GS칼텍스
마포구,0,1637,1477,0,일반,GS칼텍스
마포구,0,1600.87,1453.77,0,일반,GS칼텍스
마포구,0,1413,1251.67,0,일반,GS칼텍스
마포구,0,1301.84,1101.84,0,일반,GS칼텍스
마포구,0,1378.33,1171.33,0,일반,GS칼텍스
마포구,0,1898,1765,1299,일반,S-OIL
마포구,0,1889.72,1756.72,1299,일반,S-OIL
마포구,0,1818.97,1685.77,1286.1,일반,S-OIL
마포구,0,1707.33,1556.6,1207.07,일반,S-OIL
마포구,0,1649,1498,1097,일반,S-OIL
마포구,0,1693.8,1498,1097,일반,S-OIL
마포구,2059,1859,1759,1547.39,셀프,SK에너지
마포구,2058.31,1859,1759,1466.52,셀프,SK에너지
마포구,1991.26,1791.26,1658.23,1358.03,셀프,SK에너지
마포구,1780,1580,1470.37,1151.2,셀프,SK에너지
마포구,1651.58,1449.97,1303.52,1121.81,셀프,SK에너지
마포구,1728,1404,1214,1098,셀프,현대오일뱅크
마포구,0,1627,1477,0,일반,SK에너지
마포구,0,1627,1477,0,일반,SK에너지
마포구,0,1591.52,1457.65,0,일반,SK에너지
마포구,0,1408,1264.67,0,일반,SK에너지
마포구,0,1292,1102,0,일반,SK에너지
마포구,0,1366.33,1169.67,0,일반,SK에너지
마포구,0,1611.86,1433.86,0,셀프,S-OIL
마포구,0,1475,1298.6,0,셀프,S-OIL
마포구,0,1308.03,1135.45,0,셀프,S-OIL
마포구,0,1363,1166.33,0,셀프,S-OIL
마포구,0,1677,1499,0,일반,S-OIL
마포구,0,1677,1499,0,일반,S-OIL
마포구,0,1642.48,1464.48,0,일반,S-OIL
마포구,0,1478.33,1301.93,0,일반,S-OIL
마포구,0,1310.87,1138.29,0,일반,S-OIL
마포구,0,1367.67,1171,0,일반,S-OIL
마포구,2078,1638,1498,0,일반,현대오일뱅크
마포구,2078,1638,1498,0,일반,현대오일뱅크
마포구,2039.29,1604.77,1472.52,0,일반,현대오일뱅크
마포구,1822.67,1431.97,1290.2,0,일반,현대오일뱅크
마포구,1707.03,1313.16,1144.45,0,일반,현대오일뱅크
마포구,1724,1399,1200.67,0,일반,현대오일뱅크
마포구,2070.29,1909.97,1726.29,1336.1,일반,SK에너지
마포구,2050.38,1903.14,1712.93,1266.66,일반,SK에너지
마포구,1980.61,1833.84,1656.35,1146.74,일반,SK에너지
마포구,1798.33,1630,1481.67,946.33,일반,SK에너지
마포구,1622.87,1476.1,1318.68,907.13,일반,SK에너지
마포구,1649.33,1415.67,1216.67,1098,일반,현대오일뱅크
서대문구,0,1555.58,1393,0,셀프,현대오일뱅크
서대문구,0,1524.07,1349.55,0,셀프,현대오일뱅크
서대문구,0,1438.9,1250.55,0,셀프,현대오일뱅크
서대문구,0,1293.5,1095.5,0,셀프,현대오일뱅크
서대문구,0,1241.81,1054.71,0,셀프,현대오일뱅크
서대문구,0,1338.03,1138.63,0,셀프,현대오일뱅크
서대문구,0,1557.03,1393,0,셀프,S-OIL
서대문구,0,1528.45,1351.24,0,셀프,S-OIL
서대문구,0,1441.26,1247.03,0,셀프,S-OIL
