"번호","지역","상호","주소","기간","상표","셀프여부","고급휘발유","휘발유","경유","실내등유"
"A0000394","서울 강북구","현대오일뱅크(주)직영 미아셀프주유소","서울 강북구 도봉로 200 (미아동)","2020년 07월","현대오일뱅크","셀프","1767.00","1360.55","1167.00","0.00"
"A0000394","서울 강북구","현대오일뱅크(주)직영 미아셀프주유소","서울 강북구 도봉로 200 (미아동)","2020년 08월","현대오일뱅크","셀프","1767.00","1374.81","1174.81","0.00"
"A0000394","서울 강북구","현대오일뱅크(주)직영 미아셀프주유소","서울 강북구 도봉로 200 (미아동)","2020년 09월","현대오일뱅크","셀프","1767.00","1369.27","1165.60","0.00"
"A0000394","서울 강북구","현대오일뱅크(주)직영 미아셀프주유소","서울 강북구 도봉로 200 (미아동)","2020년 10월","현대오일뱅크","셀프","1767.00","1338.10","1131.00","0.00"
"A0000394","서울 강북구","현대오일뱅크(주)직영 미아셀프주유소","서울 강북구 도봉로 200 (미아동)","2020년 11월","현대오일뱅크","셀프","1767.00","1299.00","1099.00","0.00"
"A0000394","서울 강북구","현대오일뱅크(주)직영 미아셀프주유소","서울 강북구 도봉로 200 (미아동)","2020년 12월","현대오일뱅크","셀프","1626.10","1361.58","1161.58","0.00"
"A0009640","서울 강북구","현대오일뱅크(주)직영 번동셀프주유소","서울 강북구 한천로 963 (번동)","2020년 07월","현대오일뱅크","셀프","1767.00","1360.55","1167.00","0.00"
"A0009640","서울 강북구","현대오일뱅크(주)직영 번동셀프주유소","서울 강북구 한천로 963 (번동)","2020년 08월","현대오일뱅크","셀프","1767.00","1374.81","1174.81","0.00"
"A0009640","서울 강북구","현대오일뱅크(주)직영 번동셀프주유소","서울 강북구 한천로 963 (번동)","2020년 09월","현대오일뱅크","셀프","1767.00","1369.27","1165.60","0.00"
"A0009640","서울 강북구","현대오일뱅크(주)직영 번동셀프주유소","서울 강북구 한천로 963 (번동)","2020년 10월","현대오일뱅크","셀프","1767.00","1337.97","1129.90","0.00"
"A0009640","서울 강북구","현대오일뱅크(주)직영 번동셀프주유소","서울 강북구 한천로 963 (번동)","2020년 11월","현대오일뱅크","셀프","1767.00","1299.10","1100.53","0.00"
"A0009640","서울 강북구","현대오일뱅크(주)직영 번동셀프주유소","서울 강북구 한천로 963 (번동)","2020년 12월","현대오일뱅크","셀프","1718.23","1362.23","1162.55","0.00"
"A0009661","서울 강북구","현대오일뱅크㈜직영 새한셀프주유소","서울 강북구 도봉로 75","2020년 07월","현대오일뱅크","셀프","1767.00","1360.55","1167.00","0.00"
"A0009661","서울 강북구","현대오일뱅크㈜직영 새한셀프주유소","서울 강북구 도봉로 75","2020년 08월","현대오일뱅크","셀프","1767.00","1374.81","1174.81","0.00"
"A0009661","서울 강북구","현대오일뱅크㈜직영 새한셀프주유소","서울 강북구 도봉로 75","2020년 09월","현대오일뱅크","셀프","1767.00","1378.27","1176.33","0.00"
"A0009661","서울 강북구","현대오일뱅크㈜직영 새한셀프주유소","서울 강북구 도봉로 75","2020년 10월","현대오일뱅크","셀프","1767.00","1338.87","1135.13","0.00"
"A0009661","서울 강북구","현대오일뱅크㈜직영 새한셀프주유소","서울 강북구 도봉로 75","2020년 11월","현대오일뱅크","셀프","1767.00","1299.30","1099.90","0.00"
"A0009661","서울 강북구","현대오일뱅크㈜직영 새한셀프주유소","서울 강북구 도봉로 75","2020년 12월","현대오일뱅크","셀프","1719.77","1361.58","1161.58","0.00"
"A0033271","서울 강서구","(주)한진 김포공항제2주유소","서울 강서구 하늘길 112","2020년 07월","S-OIL","셀프","0.00","1452.65","1261.35","0.00"
"A0033271","서울 강서구","(주)한진 김포공항제2주유소","서울 강서구 하늘길 112","2020년 08월","S-OIL","셀프","0.00","1455.94","1264.77","0.00"
"A0033271","서울 강서구","(주)한진 김포공항제2주유소","서울 강서구 하늘길 112","2020년 09월","S-OIL","셀프","0.00","1446.07","1253.60","0.00"
"A0033271","서울 강서구","(주)한진 김포공항제2주유소","서울 강서구 하늘길 112","2020년 10월","S-OIL","셀프","0.00","1425.42","1231.84","0.00"
"A0033271","서울 강서구","(주)한진 김포공항제2주유소","서울 강서구 하늘길 112","2020년 11월","S-OIL","셀프","0.00","1408.10","1214.17","0.00"
"A0033271","서울 강서구","(주)한진 김포공항제2주유소","서울 강서구 하늘길 112","2020년 12월","S-OIL","셀프","0.00","1447.06","1252.39","0.00"
"A0009060","서울 강서구","(주)한진 김포공항주유소","서울 강서구 하늘길 259","2020년 07월","S-OIL","셀프","0.00","1344.00","1153.00","1020.00"
"A0009060","서울 강서구","(주)한진 김포공항주유소","서울 강서구 하늘길 259","2020년 08월","S-OIL","셀프","0.00","1344.00","1153.00","1020.00"
"A0009060","서울 강서구","(주)한진 김포공항주유소","서울 강서구 하늘길 259","2020년 09월","S-OIL","셀프","0.00","1344.00","1153.00","1020.00"
"A0009060","서울 강서구","(주)한진 김포공항주유소","서울 강서구 하늘길 259","2020년 10월","S-OIL","셀프","0.00","1335.61","1144.61","1020.00"
"A0009060","서울 강서구","(주)한진 김포공항주유소","서울 강서구 하늘길 259","2020년 11월","S-OIL","셀프","0.00","1319.00","1128.00","1020.00"
"A0009060","서울 강서구","(주)한진 김포공항주유소","서울 강서구 하늘길 259","2020년 12월","S-OIL","셀프","0.00","1358.19","1164.84","1020.00"
"A0033328","서울 강서구","KH에너지(주)직영 KH외발산주유소","서울 강서구 방화대로 30","2020년 07월","SK에너지","셀프","1689.00","1347.00","1143.00","0.00"
"A0033328","서울 강서구","KH에너지(주)직영 KH외발산주유소","서울 강서구 방화대로 30","2020년 08월","SK에너지","셀프","1689.00","1340.81","1139.90","0.00"
"A0033328","서울 강서구","KH에너지(주)직영 KH외발산주유소","서울 강서구 방화대로 30","2020년 09월","SK에너지","셀프","1689.00","1331.00","1131.00","0.00"
"A0033328","서울 강서구","KH에너지(주)직영 KH외발산주유소","서울 강서구 방화대로 30","2020년 10월","SK에너지","셀프","1689.00","1304.81","1103.84","0.00"
"A0033328","서울 강서구","KH에너지(주)직영 KH외발산주유소","서울 강서구 방화대로 30","2020년 11월","SK에너지","셀프","1689.00","1289.00","1089.00","0.00"
"A0033328","서울 강서구","KH에너지(주)직영 KH외발산주유소","서울 강서구 방화대로 30","2020년 12월","SK에너지","셀프","1697.26","1347.39","1147.39","0.00"
"A0000550","서울 강서구","KH에너지(주)직영 가양주유소","서울 강서구 강서로 498 (가양동)","2020년 07월","SK에너지","일반","1689.00","1413.39","1226.29","0.00"
"A0000550","서울 강서구","KH에너지(주)직영 가양주유소","서울 강서구 강서로 498 (가양동)","2020년 08월","SK에너지","일반","1689.00","1415.00","1235.00","0.00"
"A0000550","서울 강서구","KH에너지(주)직영 가양주유소","서울 강서구 강서로 498 (가양동)","2020년 09월","SK에너지","일반","1689.00","1405.00","1225.00","0.00"
"A0000550","서울 강서구","KH에너지(주)직영 가양주유소","서울 강서구 강서로 498 (가양동)","2020년 10월","SK에너지","일반","1689.00","1395.00","1202.74","0.00"
"A0000550","서울 강서구","KH에너지(주)직영 가양주유소","서울 강서구 강서로 498 (가양동)","2020년 11월","SK에너지","일반","1689.00","1385.67","1195.00","0.00"
"A0000550","서울 강서구","KH에너지(주)직영 가양주유소","서울 강서구 강서로 498 (가양동)","2020년 12월","SK에너지","일반","1692.87","1427.90","1237.58","0.00"
"A0000474","서울 강서구","강서열린주유소","서울 강서구 등촌로 213 (등촌동)","2020년 07월","GS칼텍스","일반","0.00","1367.00","1167.00","1250.00"
"A0000474","서울 강서구","강서열린주유소","서울 강서구 등촌로 213 (등촌동)","2020년 08월","GS칼텍스","일반","0.00","1367.00","1167.00","1250.00"
"A0000474","서울 강서구","강서열린주유소","서울 강서구 등촌로 213 (등촌동)","2020년 09월","GS칼텍스","일반","0.00","1367.00","1166.50","1250.00"
"A0000474","서울 강서구","강서열린주유소","서울 강서구 등촌로 213 (등촌동)","2020년 10월","GS칼텍스","일반","0.00","1356.68","1156.68","1250.00"
"A0000474","서울 강서구","강서열린주유소","서울 강서구 등촌로 213 (등촌동)","2020년 11월","GS칼텍스","일반","0.00","1327.00","1127.00","1250.00"
"A0000474","서울 강서구","강서열린주유소","서울 강서구 등촌로 213 (등촌동)","2020년 12월","GS칼텍스","일반","0.00","1378.61","1178.13","1250.00"
"A0032866","서울 강서구","강서오곡셀프주유소","서울 강서구 벌말로 254 (오곡동)","2020년 07월","SK에너지","셀프","0.00","1317.00","1117.03","0.00"
"A0032866","서울 강서구","강서오곡셀프주유소","서울 강서구 벌말로 254 (오곡동)","2020년 08월","SK에너지","셀프","0.00","1310.55","1110.55","0.00"
"A0032866","서울 강서구","강서오곡셀프주유소","서울 강서구 벌말로 254 (오곡동)","2020년 09월","SK에너지","셀프","0.00","1294.20","1094.20","0.00"
"A0032866","서울 강서구","강서오곡셀프주유소","서울 강서구 벌말로 254 (오곡동)","2020년 10월","SK에너지","셀프","0.00","1279.19","1079.19","0.00"
"A0032866","서울 강서구","강서오곡셀프주유소","서울 강서구 벌말로 254 (오곡동)","2020년 11월","SK에너지","셀프","0.00","1272.00","1072.00","0.00"
"A0032866","서울 강서구","강서오곡셀프주유소","서울 강서구 벌말로 254 (오곡동)","2020년 12월","SK에너지","셀프","0.00","1344.55","1144.55","0.00"
"A0000480","서울 강서구","개화주유소","서울 강서구 양천로 57","2020년 07월","SK에너지","셀프","0.00","1357.00","1157.00","0.00"
"A0000480","서울 강서구","개화주유소","서울 강서구 양천로 57","2020년 08월","SK에너지","셀프","0.00","1357.00","1157.00","0.00"
"A0000480","서울 강서구","개화주유소","서울 강서구 양천로 57","2020년 09월","SK에너지","셀프","0.00","1337.00","1137.00","0.00"
"A0000480","서울 강서구","개화주유소","서울 강서구 양천로 57","2020년 10월","SK에너지","셀프","0.00","1311.84","1111.84","0.00"
"A0000480","서울 강서구","개화주유소","서울 강서구 양천로 57","2020년 11월","SK에너지","셀프","0.00","1299.67","1099.67","0.00"
"A0000480","서울 강서구","개화주유소","서울 강서구 양천로 57","2020년 12월","SK에너지","셀프","0.00","1358.29","1158.29","0.00"
"A0004657","서울 강서구","뉴신정주유소","서울 강서구 곰달래로 207 (화곡동)","2020년 07월","알뜰주유소","일반","0.00","1309.81","1109.81","0.00"
"A0004657","서울 강서구","뉴신정주유소","서울 강서구 곰달래로 207 (화곡동)","2020년 08월","알뜰주유소","일반","0.00","1308.00","1108.00","0.00"
"A0004657","서울 강서구","뉴신정주유소","서울 강서구 곰달래로 207 (화곡동)","2020년 09월","알뜰주유소","일반","0.00","1288.20","1088.20","0.00"
"A0004657","서울 강서구","뉴신정주유소","서울 강서구 곰달래로 207 (화곡동)","2020년 10월","알뜰주유소","일반","0.00","1264.06","1064.74","0.00"
"A0004657","서울 강서구","뉴신정주유소","서울 강서구 곰달래로 207 (화곡동)","2020년 11월","알뜰주유소","일반","0.00","1244.83","1045.40","0.00"
"A0004657","서울 강서구","뉴신정주유소","서울 강서구 곰달래로 207 (화곡동)","2020년 12월","알뜰주유소","일반","0.00","1308.45","1107.81","0.00"
"A0033194","서울 강서구","대성석유(주) 마곡대성주유소","서울 강서구 강서로 457","2020년 07월","GS칼텍스","셀프","1669.00","1395.00","1215.00","0.00"
"A0033194","서울 강서구","대성석유(주) 마곡대성주유소","서울 강서구 강서로 457","2020년 08월","GS칼텍스","셀프","1669.00","1395.00","1215.00","0.00"
"A0033194","서울 강서구","대성석유(주) 마곡대성주유소","서울 강서구 강서로 457","2020년 09월","GS칼텍스","셀프","1643.00","1384.33","1207.00","0.00"
"A0033194","서울 강서구","대성석유(주) 마곡대성주유소","서울 강서구 강서로 457","2020년 10월","GS칼텍스","셀프","1605.77","1373.71","1188.87","0.00"
"A0033194","서울 강서구","대성석유(주) 마곡대성주유소","서울 강서구 강서로 457","2020년 11월","GS칼텍스","셀프","1599.00","1365.00","1185.00","0.00"
"A0033194","서울 강서구","대성석유(주) 마곡대성주유소","서울 강서구 강서로 457","2020년 12월","GS칼텍스","셀프","1639.97","1413.06","1223.71","0.00"
"A0033214","서울 강서구","대성석유(주)방화대성주유소","서울 강서구 양천로 176","2020년 07월","GS칼텍스","셀프","1669.00","1395.00","1215.00","0.00"
"A0033214","서울 강서구","대성석유(주)방화대성주유소","서울 강서구 양천로 176","2020년 08월","GS칼텍스","셀프","1669.00","1395.00","1215.00","0.00"
"A0033214","서울 강서구","대성석유(주)방화대성주유소","서울 강서구 양천로 176","2020년 09월","GS칼텍스","셀프","1643.00","1384.33","1207.00","0.00"
"A0033214","서울 강서구","대성석유(주)방화대성주유소","서울 강서구 양천로 176","2020년 10월","GS칼텍스","셀프","1605.77","1373.71","1187.58","0.00"
"A0033214","서울 강서구","대성석유(주)방화대성주유소","서울 강서구 양천로 176","2020년 11월","GS칼텍스","셀프","1599.00","1365.00","1175.00","0.00"
"A0033214","서울 강서구","대성석유(주)방화대성주유소","서울 강서구 양천로 176","2020년 12월","GS칼텍스","셀프","1639.97","1413.06","1220.16","0.00"
"A0000544","서울 강서구","대성석유(주)직영관문주유소","서울 강서구 공항대로 314","2020년 07월","GS칼텍스","일반","1669.00","1398.87","1235.00","1019.35"
"A0000544","서울 강서구","대성석유(주)직영관문주유소","서울 강서구 공항대로 314","2020년 08월","GS칼텍스","일반","1669.00","1395.00","1235.00","1000.00"
"A0000544","서울 강서구","대성석유(주)직영관문주유소","서울 강서구 공항대로 314","2020년 09월","GS칼텍스","일반","1643.00","1383.00","1219.00","1000.00"
"A0000544","서울 강서구","대성석유(주)직영관문주유소","서울 강서구 공항대로 314","2020년 10월","GS칼텍스","일반","1605.77","1366.03","1188.81","1000.00"
"A0000544","서울 강서구","대성석유(주)직영관문주유소","서울 강서구 공항대로 314","2020년 11월","GS칼텍스","일반","1599.00","1358.00","1187.00","1001.67"
"A0000544","서울 강서구","대성석유(주)직영관문주유소","서울 강서구 공항대로 314","2020년 12월","GS칼텍스","일반","1639.97","1410.58","1228.61","1001.61"
"A0000468","서울 강서구","대성주유소","서울 강서구 강서로 472","2020년 07월","GS칼텍스","일반","0.00","1415.00","1235.00","0.00"
"A0000468","서울 강서구","대성주유소","서울 강서구 강서로 472","2020년 08월","GS칼텍스","일반","0.00","1415.00","1235.00","0.00"
"A0000468","서울 강서구","대성주유소","서울 강서구 강서로 472","2020년 09월","GS칼텍스","일반","0.00","1404.33","1224.33","0.00"
"A0000468","서울 강서구","대성주유소","서울 강서구 강서로 472","2020년 10월","GS칼텍스","일반","0.00","1393.71","1202.74","0.00"
"A0000468","서울 강서구","대성주유소","서울 강서구 강서로 472","2020년 11월","GS칼텍스","일반","0.00","1385.00","1195.00","0.00"
"A0000468","서울 강서구","대성주유소","서울 강서구 강서로 472","2020년 12월","GS칼텍스","일반","0.00","1428.55","1235.65","0.00"
"A0000582","서울 강서구","목화주유소","서울 강서구 국회대로 251 (화곡동)","2020년 07월","SK에너지","셀프","0.00","1346.00","1156.00","0.00"
"A0000582","서울 강서구","목화주유소","서울 강서구 국회대로 251 (화곡동)","2020년 08월","SK에너지","셀프","0.00","1351.48","1153.26","0.00"
"A0000582","서울 강서구","목화주유소","서울 강서구 국회대로 251 (화곡동)","2020년 09월","SK에너지","셀프","0.00","1356.00","1151.00","0.00"
"A0000582","서울 강서구","목화주유소","서울 강서구 국회대로 251 (화곡동)","2020년 10월","SK에너지","셀프","0.00","1318.26","1117.77","0.00"
"A0000582","서울 강서구","목화주유소","서울 강서구 국회대로 251 (화곡동)","2020년 11월","SK에너지","셀프","0.00","1272.57","1076.70","0.00"
"A0000582","서울 강서구","목화주유소","서울 강서구 국회대로 251 (화곡동)","2020년 12월","SK에너지","셀프","0.00","1360.29","1163.65","0.00"
"A0000482","서울 강서구","박물관주유소","서울 강서구 양천로53길 97 (가양동)","2020년 07월","GS칼텍스","일반","0.00","1452.52","1252.26","1078.58"
"A0000482","서울 강서구","박물관주유소","서울 강서구 양천로53길 97 (가양동)","2020년 08월","GS칼텍스","일반","0.00","1455.00","1255.00","1078.00"
"A0000482","서울 강서구","박물관주유소","서울 강서구 양천로53길 97 (가양동)","2020년 09월","GS칼텍스","일반","0.00","1449.63","1246.50","1078.00"
"A0000482","서울 강서구","박물관주유소","서울 강서구 양천로53길 97 (가양동)","2020년 10월","GS칼텍스","일반","0.00","1426.94","1218.77","1080.90"
"A0000482","서울 강서구","박물관주유소","서울 강서구 양천로53길 97 (가양동)","2020년 11월","GS칼텍스","일반","0.00","1404.37","1204.37","1085.43"
"A0000482","서울 강서구","박물관주유소","서울 강서구 양천로53길 97 (가양동)","2020년 12월","GS칼텍스","일반","0.00","1452.39","1251.45","1103.87"
"A0000491","서울 강서구","방화주유소","서울 강서구 방화동로 58-2 (방화동)","2020년 07월","SK에너지","일반","0.00","1337.19","1137.19","954.84"
"A0000491","서울 강서구","방화주유소","서울 강서구 방화동로 58-2 (방화동)","2020년 08월","SK에너지","일반","0.00","1333.00","1133.00","950.00"
"A0000491","서울 강서구","방화주유소","서울 강서구 방화동로 58-2 (방화동)","2020년 09월","SK에너지","일반","0.00","1306.67","1106.67","950.00"
"A0000491","서울 강서구","방화주유소","서울 강서구 방화동로 58-2 (방화동)","2020년 10월","SK에너지","일반","0.00","1278.48","1078.48","950.00"
"A0000491","서울 강서구","방화주유소","서울 강서구 방화동로 58-2 (방화동)","2020년 11월","SK에너지","일반","0.00","1266.33","1066.33","954.33"
"A0000491","서울 강서구","방화주유소","서울 강서구 방화동로 58-2 (방화동)","2020년 12월","SK에너지","일반","0.00","1339.16","1139.16","1020.00"
"A0000508","서울 강서구","세원제1주유소","서울 강서구 양천로 311 (가양동)","2020년 07월","SK에너지","셀프","0.00","1403.71","1218.71","0.00"
"A0000508","서울 강서구","세원제1주유소","서울 강서구 양천로 311 (가양동)","2020년 08월","SK에너지","셀프","0.00","1410.00","1230.00","0.00"
"A0000508","서울 강서구","세원제1주유소","서울 강서구 양천로 311 (가양동)","2020년 09월","SK에너지","셀프","0.00","1408.00","1228.00","0.00"
"A0000508","서울 강서구","세원제1주유소","서울 강서구 양천로 311 (가양동)","2020년 10월","SK에너지","셀프","0.00","1391.13","1198.23","0.00"
"A0000508","서울 강서구","세원제1주유소","서울 강서구 양천로 311 (가양동)","2020년 11월","SK에너지","셀프","0.00","1389.00","1189.00","0.00"
"A0000508","서울 강서구","세원제1주유소","서울 강서구 양천로 311 (가양동)","2020년 12월","SK에너지","셀프","0.00","1421.61","1227.55","0.00"
"A0000560","서울 강서구","스카이주유소","서울 강서구 개화동로 457 (방화동)","2020년 07월","S-OIL","셀프","1482.19","1340.48","1144.48","0.00"
"A0000560","서울 강서구","스카이주유소","서울 강서구 개화동로 457 (방화동)","2020년 08월","S-OIL","셀프","1490.94","1337.00","1141.00","0.00"
"A0000560","서울 강서구","스카이주유소","서울 강서구 개화동로 457 (방화동)","2020년 09월","S-OIL","셀프","1495.00","1310.67","1113.27","0.00"
"A0000560","서울 강서구","스카이주유소","서울 강서구 개화동로 457 (방화동)","2020년 10월","S-OIL","셀프","1476.48","1280.61","1082.71","0.00"
"A0000560","서울 강서구","스카이주유소","서울 강서구 개화동로 457 (방화동)","2020년 11월","S-OIL","셀프","1465.00","1268.07","1070.53","0.00"
"A0000560","서울 강서구","스카이주유소","서울 강서구 개화동로 457 (방화동)","2020년 12월","S-OIL","셀프","1525.32","1339.13","1140.68","0.00"
"A0000500","서울 강서구","신화곡주유소","서울 강서구 국회대로 71","2020년 07월","S-OIL","셀프","0.00","1397.71","1196.74","0.00"
"A0000500","서울 강서구","신화곡주유소","서울 강서구 국회대로 71","2020년 08월","S-OIL","셀프","0.00","1398.00","1198.00","0.00"
"A0000500","서울 강서구","신화곡주유소","서울 강서구 국회대로 71","2020년 09월","S-OIL","셀프","0.00","1392.63","1187.97","0.00"
"A0000500","서울 강서구","신화곡주유소","서울 강서구 국회대로 71","2020년 10월","S-OIL","셀프","0.00","1348.87","1132.74","0.00"
"A0000500","서울 강서구","신화곡주유소","서울 강서구 국회대로 71","2020년 11월","S-OIL","셀프","0.00","1301.00","1101.00","0.00"
"A0000500","서울 강서구","신화곡주유소","서울 강서구 국회대로 71","2020년 12월","S-OIL","셀프","0.00","1378.16","1173.32","0.00"
"A0000161","서울 강서구","염창동주유소","서울 강서구 양천로 720 (염창동)","2020년 07월","SK에너지","일반","0.00","1688.00","1468.00","0.00"
"A0000161","서울 강서구","염창동주유소","서울 강서구 양천로 720 (염창동)","2020년 08월","SK에너지","일반","0.00","1688.00","1468.00","0.00"
"A0000161","서울 강서구","염창동주유소","서울 강서구 양천로 720 (염창동)","2020년 09월","SK에너지","일반","0.00","1688.00","1468.00","0.00"
"A0000161","서울 강서구","염창동주유소","서울 강서구 양천로 720 (염창동)","2020년 10월","SK에너지","일반","0.00","1688.00","1468.00","0.00"
"A0000161","서울 강서구","염창동주유소","서울 강서구 양천로 720 (염창동)","2020년 11월","SK에너지","일반","0.00","1688.00","1468.00","0.00"
"A0000161","서울 강서구","염창동주유소","서울 강서구 양천로 720 (염창동)","2020년 12월","SK에너지","일반","0.00","1694.45","1470.42","0.00"
"A0000530","서울 강서구","우장산주유소","서울 강서구 강서로 292 (내발산동)","2020년 07월","SK에너지","일반","0.00","1395.00","1215.00","0.00"
"A0000530","서울 강서구","우장산주유소","서울 강서구 강서로 292 (내발산동)","2020년 08월","SK에너지","일반","0.00","1395.00","1233.06","0.00"
"A0000530","서울 강서구","우장산주유소","서울 강서구 강서로 292 (내발산동)","2020년 09월","SK에너지","일반","0.00","1383.67","1223.67","0.00"
"A0000530","서울 강서구","우장산주유소","서울 강서구 강서로 292 (내발산동)","2020년 10월","SK에너지","일반","0.00","1366.58","1191.00","1000.00"
"A0000530","서울 강서구","우장산주유소","서울 강서구 강서로 292 (내발산동)","2020년 11월","SK에너지","일반","0.00","1358.00","1187.00","1000.00"
"A0000530","서울 강서구","우장산주유소","서울 강서구 강서로 292 (내발산동)","2020년 12월","SK에너지","일반","0.00","1400.58","1222.23","1053.23"
"A0000567","서울 강서구","유턴주유소","서울 강서구 남부순환로 57","2020년 07월","알뜰주유소","셀프","0.00","1335.71","1147.65","895.00"
"A0000567","서울 강서구","유턴주유소","서울 강서구 남부순환로 57","2020년 08월","알뜰주유소","셀프","0.00","1336.35","1141.52","895.00"
"A0000567","서울 강서구","유턴주유소","서울 강서구 남부순환로 57","2020년 09월","알뜰주유소","셀프","0.00","1312.33","1114.67","895.00"
"A0000567","서울 강서구","유턴주유소","서울 강서구 남부순환로 57","2020년 10월","알뜰주유소","셀프","0.00","1282.16","1084.42","895.00"
"A0000567","서울 강서구","유턴주유소","서울 강서구 남부순환로 57","2020년 11월","알뜰주유소","셀프","0.00","1265.37","1065.37","895.00"
"A0000567","서울 강서구","유턴주유소","서울 강서구 남부순환로 57","2020년 12월","알뜰주유소","셀프","0.00","1335.52","1134.26","920.16"
"A0000495","서울 강서구","지에스칼텍스㈜ 경인고속주유소","서울 강서구 국회대로 225 (화곡동)","2020년 07월","GS칼텍스","셀프","1514.00","1346.00","1156.00","1100.00"
"A0000495","서울 강서구","지에스칼텍스㈜ 경인고속주유소","서울 강서구 국회대로 225 (화곡동)","2020년 08월","GS칼텍스","셀프","1514.00","1357.61","1148.52","1100.00"
"A0000495","서울 강서구","지에스칼텍스㈜ 경인고속주유소","서울 강서구 국회대로 225 (화곡동)","2020년 09월","GS칼텍스","셀프","1518.67","1380.67","1123.50","1100.00"
"A0000495","서울 강서구","지에스칼텍스㈜ 경인고속주유소","서울 강서구 국회대로 225 (화곡동)","2020년 10월","GS칼텍스","셀프","1484.81","1337.90","1111.00","1100.00"
"A0000495","서울 강서구","지에스칼텍스㈜ 경인고속주유소","서울 강서구 국회대로 225 (화곡동)","2020년 11월","GS칼텍스","셀프","1422.33","1272.33","1078.40","1100.00"
"A0000495","서울 강서구","지에스칼텍스㈜ 경인고속주유소","서울 강서구 국회대로 225 (화곡동)","2020년 12월","GS칼텍스","셀프","1483.90","1333.71","1137.26","1100.00"
"A0000498","서울 강서구","참솔에너지","서울 강서구 벌말로 281 (오곡동)","2020년 07월","S-OIL","셀프","0.00","1535.00","1332.00","0.00"
"A0000498","서울 강서구","참솔에너지","서울 강서구 벌말로 281 (오곡동)","2020년 08월","S-OIL","셀프","0.00","1535.00","1332.00","0.00"
"A0000498","서울 강서구","참솔에너지","서울 강서구 벌말로 281 (오곡동)","2020년 09월","S-OIL","셀프","0.00","1535.00","1332.00","0.00"
"A0000498","서울 강서구","참솔에너지","서울 강서구 벌말로 281 (오곡동)","2020년 10월","S-OIL","셀프","0.00","1535.00","1332.00","0.00"
"A0000498","서울 강서구","참솔에너지","서울 강서구 벌말로 281 (오곡동)","2020년 11월","S-OIL","셀프","0.00","1535.00","1332.00","0.00"
"A0000498","서울 강서구","참솔에너지","서울 강서구 벌말로 281 (오곡동)","2020년 12월","S-OIL","셀프","0.00","1566.94","1366.35","0.00"
"A0000534","서울 강서구","코리나(주)청룡주유소","서울 강서구 양천로 576","2020년 07월","SK에너지","일반","0.00","1477.03","1277.03","990.00"
"A0000534","서울 강서구","코리나(주)청룡주유소","서울 강서구 양천로 576","2020년 08월","SK에너지","일반","0.00","1478.00","1278.00","990.00"
"A0000534","서울 강서구","코리나(주)청룡주유소","서울 강서구 양천로 576","2020년 09월","SK에너지","일반","0.00","1460.00","1260.00","990.00"
"A0000534","서울 강서구","코리나(주)청룡주유소","서울 강서구 양천로 576","2020년 10월","SK에너지","일반","0.00","1440.26","1240.26","1062.26"
"A0000534","서울 강서구","코리나(주)청룡주유소","서울 강서구 양천로 576","2020년 11월","SK에너지","일반","0.00","1400.00","1210.00","1100.00"
"A0000534","서울 강서구","코리나(주)청룡주유소","서울 강서구 양천로 576","2020년 12월","SK에너지","일반","0.00","1454.45","1258.00","1100.00"
"A0000520","서울 강서구","하이웨이주유소","서울특별시 강서구 공항대로 432(화곡동)","2020년 07월","S-OIL","셀프","1477.00","1387.00","1217.00","0.00"
"A0000520","서울 강서구","하이웨이주유소","서울특별시 강서구 공항대로 432(화곡동)","2020년 08월","S-OIL","셀프","1491.84","1389.58","1221.65","0.00"
"A0000520","서울 강서구","하이웨이주유소","서울특별시 강서구 공항대로 432(화곡동)","2020년 09월","S-OIL","셀프","1480.33","1388.00","1211.40","0.00"
"A0000520","서울 강서구","하이웨이주유소","서울특별시 강서구 공항대로 432(화곡동)","2020년 10월","S-OIL","셀프","1465.97","1335.97","1176.29","0.00"
"A0000520","서울 강서구","하이웨이주유소","서울특별시 강서구 공항대로 432(화곡동)","2020년 11월","S-OIL","셀프","1452.40","1296.67","1157.13","0.00"
"A0000520","서울 강서구","하이웨이주유소","서울특별시 강서구 공항대로 432(화곡동)","2020년 12월","S-OIL","셀프","1517.58","1395.90","1219.45","0.00"
"A0000565","서울 강서구","행촌에너지 공항주유소","서울 강서구 개화동로 420 (개화동)","2020년 07월","현대오일뱅크","셀프","0.00","1339.90","1139.90","0.00"
"A0000565","서울 강서구","행촌에너지 공항주유소","서울 강서구 개화동로 420 (개화동)","2020년 08월","현대오일뱅크","셀프","0.00","1338.26","1138.26","0.00"
"A0000565","서울 강서구","행촌에너지 공항주유소","서울 강서구 개화동로 420 (개화동)","2020년 09월","현대오일뱅크","셀프","0.00","1307.80","1107.80","0.00"
"A0000565","서울 강서구","행촌에너지 공항주유소","서울 강서구 개화동로 420 (개화동)","2020년 10월","현대오일뱅크","셀프","0.00","1276.61","1076.61","0.00"
"A0000565","서울 강서구","행촌에너지 공항주유소","서울 강서구 개화동로 420 (개화동)","2020년 11월","현대오일뱅크","셀프","0.00","1264.17","1064.17","0.00"
"A0000565","서울 강서구","행촌에너지 공항주유소","서울 강서구 개화동로 420 (개화동)","2020년 12월","현대오일뱅크","셀프","0.00","1350.48","1150.81","0.00"
