"번호","지역","상호","주소","기간","상표","셀프여부","고급휘발유","휘발유","경유","실내등유"
"A0009765","서울 광진구","현대오일뱅크(주)직영 능동주유소","서울 광진구 천호대로 584 (능동)","2020년 04월","현대오일뱅크","셀프","1471.67","1288.20","1102.53","1000.00"
"A0009765","서울 광진구","현대오일뱅크(주)직영 능동주유소","서울 광진구 천호대로 584 (능동)","2020년 05월","현대오일뱅크","셀프","1374.10","1213.58","1023.10","1000.00"
"A0009765","서울 광진구","현대오일뱅크(주)직영 능동주유소","서울 광진구 천호대로 584 (능동)","2020년 06월","현대오일뱅크","셀프","1453.33","1297.33","1097.33","1000.00"
"A0009351","서울 광진구","현대오일뱅크(주)직영 중곡현대주유소","서울 광진구 동일로 435 (중곡동)","2020년 01월","현대오일뱅크","일반","1792.00","1553.77","1373.77","0.00"
"A0009351","서울 광진구","현대오일뱅크(주)직영 중곡현대주유소","서울 광진구 동일로 435 (중곡동)","2020년 02월","현대오일뱅크","일반","1792.00","1523.90","1349.41","0.00"
"A0009351","서울 광진구","현대오일뱅크(주)직영 중곡현대주유소","서울 광진구 동일로 435 (중곡동)","2020년 03월","현대오일뱅크","일반","1731.35","1447.65","1266.03","0.00"
"A0009351","서울 광진구","현대오일뱅크(주)직영 중곡현대주유소","서울 광진구 동일로 435 (중곡동)","2020년 04월","현대오일뱅크","일반","1698.00","1288.80","1098.53","0.00"
"A0009351","서울 광진구","현대오일뱅크(주)직영 중곡현대주유소","서울 광진구 동일로 435 (중곡동)","2020년 05월","현대오일뱅크","일반","1698.00","1231.19","1040.81","0.00"
"A0009351","서울 광진구","현대오일뱅크(주)직영 중곡현대주유소","서울 광진구 동일로 435 (중곡동)","2020년 06월","현대오일뱅크","일반","1698.00","1328.83","1124.83","0.00"
"A0009357","서울 광진구","현대오일뱅크㈜직영 대명셀프주유소","서울 광진구 광나루로 460 (화양동)","2020년 01월","SK에너지","셀프","1992.42","1602.42","1433.19","0.00"
"A0009357","서울 광진구","현대오일뱅크㈜직영 대명셀프주유소","서울 광진구 광나루로 460 (화양동)","2020년 02월","SK에너지","셀프","1970.45","1580.52","1393.93","0.00"
"A0009357","서울 광진구","현대오일뱅크㈜직영 대명셀프주유소","서울 광진구 광나루로 460 (화양동)","2020년 03월","SK에너지","셀프","1889.71","1504.68","1323.13","0.00"
"A0009357","서울 광진구","현대오일뱅크㈜직영 대명셀프주유소","서울 광진구 광나루로 460 (화양동)","2020년 04월","SK에너지","셀프","1729.53","1356.10","1155.87","0.00"
"A0009357","서울 광진구","현대오일뱅크㈜직영 대명셀프주유소","서울 광진구 광나루로 460 (화양동)","2020년 05월","SK에너지","셀프","1681.90","1293.65","1092.32","0.00"
"A0009357","서울 광진구","현대오일뱅크㈜직영 대명셀프주유소","서울 광진구 광나루로 460 (화양동)","2020년 06월","현대오일뱅크","셀프","1703.00","1349.00","1149.00","0.00"
"A0009358","서울 광진구","현대오일뱅크㈜직영 장호셀프주유소","서울 광진구 자양로37 (자양동)","2020년 01월","SK에너지","셀프","0.00","1599.39","1448.35","0.00"
"A0009358","서울 광진구","현대오일뱅크㈜직영 장호셀프주유소","서울 광진구 자양로37 (자양동)","2020년 02월","SK에너지","셀프","0.00","1575.21","1391.79","0.00"
"A0009358","서울 광진구","현대오일뱅크㈜직영 장호셀프주유소","서울 광진구 자양로37 (자양동)","2020년 03월","SK에너지","셀프","0.00","1489.74","1318.26","0.00"
"A0009358","서울 광진구","현대오일뱅크㈜직영 장호셀프주유소","서울 광진구 자양로37 (자양동)","2020년 04월","SK에너지","셀프","0.00","1370.47","1185.27","0.00"
"A0009358","서울 광진구","현대오일뱅크㈜직영 장호셀프주유소","서울 광진구 자양로37 (자양동)","2020년 05월","SK에너지","셀프","0.00","1310.94","1121.45","0.00"
"A0009358","서울 광진구","현대오일뱅크㈜직영 장호셀프주유소","서울 광진구 자양로37 (자양동)","2020년 06월","현대오일뱅크","셀프","0.00","1348.33","1148.33","0.00"
"A0000844","서울 구로구"," 현대오일뱅크㈜직영 구로셀프주유소","서울 구로구 시흥대로 531","2020년 01월","현대오일뱅크","셀프","1747.42","1564.77","1385.42","0.00"
"A0000844","서울 구로구"," 현대오일뱅크㈜직영 구로셀프주유소","서울 구로구 시흥대로 531","2020년 02월","현대오일뱅크","셀프","1718.97","1531.10","1350.76","0.00"
"A0000844","서울 구로구"," 현대오일뱅크㈜직영 구로셀프주유소","서울 구로구 시흥대로 531","2020년 03월","현대오일뱅크","셀프","1686.77","1463.48","1272.52","0.00"
"A0000844","서울 구로구"," 현대오일뱅크㈜직영 구로셀프주유소","서울 구로구 시흥대로 531","2020년 04월","현대오일뱅크","셀프","1580.30","1325.00","1125.00","0.00"
"A0000844","서울 구로구"," 현대오일뱅크㈜직영 구로셀프주유소","서울 구로구 시흥대로 531","2020년 05월","현대오일뱅크","셀프","1508.65","1255.74","1059.29","0.00"
"A0000844","서울 구로구"," 현대오일뱅크㈜직영 구로셀프주유소","서울 구로구 시흥대로 531","2020년 06월","현대오일뱅크","셀프","1509.00","1341.67","1138.47","0.00"
"A0000849","서울 구로구","(주)한미석유구로그린주유소","서울 구로구 구로중앙로 76 (구로동)","2020년 01월","GS칼텍스","셀프","0.00","1532.03","1362.03","0.00"
"A0000849","서울 구로구","(주)한미석유구로그린주유소","서울 구로구 구로중앙로 76 (구로동)","2020년 02월","GS칼텍스","셀프","0.00","1485.90","1314.86","0.00"
"A0000849","서울 구로구","(주)한미석유구로그린주유소","서울 구로구 구로중앙로 76 (구로동)","2020년 03월","GS칼텍스","셀프","0.00","1388.03","1211.58","0.00"
"A0000849","서울 구로구","(주)한미석유구로그린주유소","서울 구로구 구로중앙로 76 (구로동)","2020년 04월","GS칼텍스","셀프","0.00","1258.00","1074.20","0.00"
"A0000849","서울 구로구","(주)한미석유구로그린주유소","서울 구로구 구로중앙로 76 (구로동)","2020년 05월","GS칼텍스","셀프","0.00","1235.32","1029.52","0.00"
"A0000849","서울 구로구","(주)한미석유구로그린주유소","서울 구로구 구로중앙로 76 (구로동)","2020년 06월","GS칼텍스","셀프","0.00","1340.50","1141.83","0.00"
"A0000826","서울 구로구","JHC에너지","서울 구로구 시흥대로 539","2020년 01월","알뜰주유소","일반","0.00","1564.42","1384.42","1100.00"
"A0000826","서울 구로구","JHC에너지","서울 구로구 시흥대로 539","2020년 02월","알뜰주유소","일반","0.00","1527.14","1347.48","1100.00"
"A0000826","서울 구로구","JHC에너지","서울 구로구 시흥대로 539","2020년 03월","알뜰주유소","일반","0.00","1462.10","1271.77","1100.00"
"A0000826","서울 구로구","JHC에너지","서울 구로구 시흥대로 539","2020년 04월","알뜰주유소","일반","0.00","1324.33","1124.67","1100.00"
"A0000826","서울 구로구","JHC에너지","서울 구로구 시흥대로 539","2020년 05월","알뜰주유소","일반","0.00","1254.74","1058.29","1100.00"
"A0000826","서울 구로구","JHC에너지","서울 구로구 시흥대로 539","2020년 06월","알뜰주유소","일반","0.00","1342.00","1140.00","1100.00"
"A0000833","서울 구로구","SK구로주유소","서울 구로구 구일로 94 (구로동)","2020년 01월","SK에너지","일반","0.00","1587.03","1436.71","1210.00"
"A0000833","서울 구로구","SK구로주유소","서울 구로구 구일로 94 (구로동)","2020년 02월","SK에너지","일반","0.00","1587.31","1416.97","1210.00"
"A0000833","서울 구로구","SK구로주유소","서울 구로구 구일로 94 (구로동)","2020년 03월","SK에너지","일반","0.00","1547.35","1357.68","1174.52"
"A0000833","서울 구로구","SK구로주유소","서울 구로구 구일로 94 (구로동)","2020년 04월","SK에너지","일반","0.00","1406.00","1208.33","1110.00"
"A0000833","서울 구로구","SK구로주유소","서울 구로구 구일로 94 (구로동)","2020년 05월","SK에너지","일반","0.00","1298.00","1097.03","1110.00"
"A0000833","서울 구로구","SK구로주유소","서울 구로구 구일로 94 (구로동)","2020년 06월","SK에너지","일반","0.00","1362.67","1163.00","1110.00"
"A0000812","서울 구로구","SK에너지(주)직영 개봉동주유소","서울 구로구 경인로 290 (개봉동)","2020년 01월","SK에너지","일반","0.00","1589.90","1419.90","1088.71"
"A0000812","서울 구로구","SK에너지(주)직영 개봉동주유소","서울 구로구 경인로 290 (개봉동)","2020년 02월","SK에너지","일반","0.00","1580.79","1397.17","1100.00"
"A0000812","서울 구로구","SK에너지(주)직영 개봉동주유소","서울 구로구 경인로 290 (개봉동)","2020년 03월","SK에너지","일반","0.00","1519.58","1333.45","1080.65"
"A0000812","서울 구로구","SK에너지(주)직영 개봉동주유소","서울 구로구 경인로 290 (개봉동)","2020년 04월","SK에너지","일반","0.00","1382.30","1192.63","1026.00"
"A0000812","서울 구로구","SK에너지(주)직영 개봉동주유소","서울 구로구 경인로 290 (개봉동)","2020년 05월","SK에너지","일반","0.00","1304.81","1109.65","950.00"
"A0000812","서울 구로구","SK에너지(주)직영 개봉동주유소","서울 구로구 경인로 290 (개봉동)","2020년 06월","SK에너지","일반","0.00","1371.50","1178.20","950.00"
"A0032712","서울 구로구","개봉주유소","서울 구로구 고척로 115 (개봉동)","2020년 01월","현대오일뱅크","셀프","0.00","1575.10","1404.77","1100.00"
"A0032712","서울 구로구","개봉주유소","서울 구로구 고척로 115 (개봉동)","2020년 02월","현대오일뱅크","셀프","0.00","1548.34","1371.45","1100.00"
"A0032712","서울 구로구","개봉주유소","서울 구로구 고척로 115 (개봉동)","2020년 03월","현대오일뱅크","셀프","0.00","1466.35","1262.81","1100.00"
"A0032712","서울 구로구","개봉주유소","서울 구로구 고척로 115 (개봉동)","2020년 04월","현대오일뱅크","셀프","0.00","1318.47","1124.13","1100.00"
"A0032712","서울 구로구","개봉주유소","서울 구로구 고척로 115 (개봉동)","2020년 05월","현대오일뱅크","셀프","0.00","1264.81","1074.16","1100.00"
"A0032712","서울 구로구","개봉주유소","서울 구로구 고척로 115 (개봉동)","2020년 06월","현대오일뱅크","셀프","0.00","1354.67","1160.33","1100.00"
"A0000792","서울 구로구","구로주유소","서울 구로구 구로동로 137 (구로동)","2020년 01월","GS칼텍스","일반","0.00","2064.00","1918.00","1376.00"
"A0000792","서울 구로구","구로주유소","서울 구로구 구로동로 137 (구로동)","2020년 02월","GS칼텍스","일반","0.00","2064.00","1918.00","1376.00"
"A0000792","서울 구로구","구로주유소","서울 구로구 구로동로 137 (구로동)","2020년 03월","GS칼텍스","일반","0.00","2055.48","1910.65","1376.00"
"A0000792","서울 구로구","구로주유소","서울 구로구 구로동로 137 (구로동)","2020년 04월","GS칼텍스","일반","0.00","1971.33","1818.67","1376.00"
"A0000792","서울 구로구","구로주유소","서울 구로구 구로동로 137 (구로동)","2020년 05월","GS칼텍스","일반","0.00","1898.00","1742.00","1376.00"
"A0000792","서울 구로구","구로주유소","서울 구로구 구로동로 137 (구로동)","2020년 06월","GS칼텍스","일반","0.00","1898.00","1742.00","1376.00"
"A0000791","서울 구로구","구인주유소","서울 구로구 경인로 558 (구로동)","2020년 01월","SK에너지","일반","0.00","1675.00","1531.77","1210.00"
"A0000791","서울 구로구","구인주유소","서울 구로구 경인로 558 (구로동)","2020년 02월","SK에너지","일반","0.00","1675.00","1535.00","1202.41"
"A0000791","서울 구로구","구인주유소","서울 구로구 경인로 558 (구로동)","2020년 03월","SK에너지","일반","0.00","1654.03","1515.65","1210.00"
"A0000791","서울 구로구","구인주유소","서울 구로구 경인로 558 (구로동)","2020년 04월","SK에너지","일반","0.00","1598.16","1460.29","1210.00"
"A0000791","서울 구로구","구인주유소","서울 구로구 경인로 558 (구로동)","2020년 05월","SK에너지","일반","0.00","1234.00","1027.00","962.50"
"A0000791","서울 구로구","구인주유소","서울 구로구 경인로 558 (구로동)","2020년 06월","SK에너지","일반","0.00","1302.33","1101.33","1025.00"
"A0033149","서울 구로구","극동유화(주) 항동주유소","서울 구로구 서해안로 2154 (항동)","2020년 01월","S-OIL","셀프","0.00","1544.77","1365.16","0.00"
"A0033149","서울 구로구","극동유화(주) 항동주유소","서울 구로구 서해안로 2154 (항동)","2020년 02월","S-OIL","셀프","0.00","1506.83","1318.59","0.00"
"A0033149","서울 구로구","극동유화(주) 항동주유소","서울 구로구 서해안로 2154 (항동)","2020년 03월","S-OIL","셀프","0.00","1411.58","1218.03","0.00"
"A0033149","서울 구로구","극동유화(주) 항동주유소","서울 구로구 서해안로 2154 (항동)","2020년 04월","S-OIL","셀프","0.00","1258.00","1065.33","0.00"
"A0033149","서울 구로구","극동유화(주) 항동주유소","서울 구로구 서해안로 2154 (항동)","2020년 05월","S-OIL","셀프","0.00","1218.68","1013.84","0.00"
"A0033149","서울 구로구","극동유화(주) 항동주유소","서울 구로구 서해안로 2154 (항동)","2020년 06월","S-OIL","셀프","0.00","1319.00","1116.67","0.00"
"A0006667","서울 구로구","근린공원주유소","서울 구로구 고척로 199 (고척동)","2020년 01월","S-OIL","일반","0.00","1546.90","1384.00","0.00"
"A0006667","서울 구로구","근린공원주유소","서울 구로구 고척로 199 (고척동)","2020년 02월","S-OIL","일반","0.00","1539.79","1365.31","0.00"
"A0006667","서울 구로구","근린공원주유소","서울 구로구 고척로 199 (고척동)","2020년 03월","S-OIL","일반","0.00","1455.48","1254.84","950.00"
"A0006667","서울 구로구","근린공원주유소","서울 구로구 고척로 199 (고척동)","2020년 04월","S-OIL","일반","0.00","1293.47","1096.13","950.00"
"A0006667","서울 구로구","근린공원주유소","서울 구로구 고척로 199 (고척동)","2020년 05월","S-OIL","일반","0.00","1220.29","1021.58","0.00"
"A0006667","서울 구로구","근린공원주유소","서울 구로구 고척로 199 (고척동)","2020년 06월","S-OIL","일반","0.00","1326.00","1132.67","0.00"
"A0000850","서울 구로구","대성산업(주)디큐브주유소","서울 구로구 경인로 650 (신도림동)","2020년 01월","GS칼텍스","일반","1711.55","1593.84","1369.00","0.00"
"A0000850","서울 구로구","대성산업(주)디큐브주유소","서울 구로구 경인로 650 (신도림동)","2020년 02월","GS칼텍스","일반","1694.55","1552.10","1324.17","0.00"
"A0000850","서울 구로구","대성산업(주)디큐브주유소","서울 구로구 경인로 650 (신도림동)","2020년 03월","GS칼텍스","일반","1622.84","1446.74","1227.39","0.00"
"A0000850","서울 구로구","대성산업(주)디큐브주유소","서울 구로구 경인로 650 (신도림동)","2020년 04월","GS칼텍스","일반","1518.33","1305.00","1085.20","0.00"
"A0000850","서울 구로구","대성산업(주)디큐브주유소","서울 구로구 경인로 650 (신도림동)","2020년 05월","GS칼텍스","일반","1478.00","1274.81","1029.97","0.00"
"A0000850","서울 구로구","대성산업(주)디큐브주유소","서울 구로구 경인로 650 (신도림동)","2020년 06월","GS칼텍스","일반","1530.67","1381.67","1140.33","0.00"
"A0000855","서울 구로구","대원셀프주유소","서울 구로구 개봉로 7","2020년 03월","현대오일뱅크","셀프","0.00","1415.50","1217.38","0.00"
"A0000855","서울 구로구","대원셀프주유소","서울 구로구 개봉로 7","2020년 04월","현대오일뱅크","셀프","0.00","1303.33","1108.33","0.00"
"A0000855","서울 구로구","대원셀프주유소","서울 구로구 개봉로 7","2020년 05월","현대오일뱅크","셀프","0.00","1236.06","1036.39","0.00"
"A0000855","서울 구로구","대원셀프주유소","서울 구로구 개봉로 7","2020년 06월","현대오일뱅크","셀프","0.00","1318.67","1122.00","0.00"
"A0000818","서울 구로구","동선주유소","서울 구로구 경인로 150 (오류동)","2020년 01월","GS칼텍스","일반","0.00","1596.00","1417.00","0.00"
"A0000818","서울 구로구","동선주유소","서울 구로구 경인로 150 (오류동)","2020년 02월","GS칼텍스","일반","0.00","1574.86","1386.83","0.00"
"A0000818","서울 구로구","동선주유소","서울 구로구 경인로 150 (오류동)","2020년 03월","GS칼텍스","일반","0.00","1494.35","1301.77","0.00"
"A0000818","서울 구로구","동선주유소","서울 구로구 경인로 150 (오류동)","2020년 04월","GS칼텍스","일반","0.00","1358.67","1163.67","0.00"
"A0000818","서울 구로구","동선주유소","서울 구로구 경인로 150 (오류동)","2020년 05월","GS칼텍스","일반","0.00","1301.84","1103.45","0.00"
"A0000818","서울 구로구","동선주유소","서울 구로구 경인로 150 (오류동)","2020년 06월","GS칼텍스","일반","0.00","1370.00","1180.00","0.00"
"A0000350","서울 구로구","동아주유소","서울 구로구 도림로 91 (구로동)","2020년 01월","S-OIL","일반","0.00","1791.23","1399.29","1150.00"
"A0000350","서울 구로구","동아주유소","서울 구로구 도림로 91 (구로동)","2020년 02월","S-OIL","일반","0.00","1798.00","1398.00","1150.00"
"A0000350","서울 구로구","동아주유소","서울 구로구 도림로 91 (구로동)","2020년 03월","S-OIL","일반","0.00","1730.26","1312.42","1150.00"
"A0000350","서울 구로구","동아주유소","서울 구로구 도림로 91 (구로동)","2020년 04월","S-OIL","일반","0.00","1598.00","1188.03","1060.00"
"A0000350","서울 구로구","동아주유소","서울 구로구 도림로 91 (구로동)","2020년 05월","S-OIL","일반","0.00","1498.00","1118.32","1050.00"
"A0000350","서울 구로구","동아주유소","서울 구로구 도림로 91 (구로동)","2020년 06월","S-OIL","일반","0.00","1576.33","1195.00","1050.00"
"A0000856","서울 구로구","서울석유(주)풀페이주유소","서울 구로구 경인로 41 (온수동)","2020년 01월","SK에너지","일반","0.00","1549.81","1363.81","0.00"
"A0000856","서울 구로구","서울석유(주)풀페이주유소","서울 구로구 경인로 41 (온수동)","2020년 02월","SK에너지","일반","0.00","1508.03","1311.72","0.00"
"A0000856","서울 구로구","서울석유(주)풀페이주유소","서울 구로구 경인로 41 (온수동)","2020년 03월","SK에너지","일반","0.00","1416.00","1218.10","0.00"
"A0000856","서울 구로구","서울석유(주)풀페이주유소","서울 구로구 경인로 41 (온수동)","2020년 04월","SK에너지","일반","0.00","1252.00","1058.73","0.00"
"A0000856","서울 구로구","서울석유(주)풀페이주유소","서울 구로구 경인로 41 (온수동)","2020년 05월","SK에너지","일반","0.00","1223.19","1013.19","0.00"
"A0000856","서울 구로구","서울석유(주)풀페이주유소","서울 구로구 경인로 41 (온수동)","2020년 06월","SK에너지","일반","0.00","1318.60","1115.93","0.00"
"A0032710","서울 구로구","시몬주유소","서울 구로구 부일로 871","2020년 01월","S-OIL","일반","0.00","1546.68","1387.00","0.00"
"A0032710","서울 구로구","시몬주유소","서울 구로구 부일로 871","2020년 02월","S-OIL","일반","0.00","1547.00","1387.00","0.00"
"A0032710","서울 구로구","시몬주유소","서울 구로구 부일로 871","2020년 03월","S-OIL","일반","0.00","1533.45","1364.42","0.00"
"A0032710","서울 구로구","시몬주유소","서울 구로구 부일로 871","2020년 04월","S-OIL","일반","0.00","1382.00","1191.33","0.00"
"A0032710","서울 구로구","시몬주유소","서울 구로구 부일로 871","2020년 05월","S-OIL","일반","0.00","1327.00","1137.00","0.00"
"A0032710","서울 구로구","시몬주유소","서울 구로구 부일로 871","2020년 06월","S-OIL","일반","0.00","1366.67","1176.00","0.00"
"A0000827","서울 구로구","신성주유소","서울 구로구 구로동로 187 (구로제2동)","2020년 01월","현대오일뱅크","셀프","0.00","1548.00","1378.00","1200.00"
"A0000827","서울 구로구","신성주유소","서울 구로구 구로동로 187 (구로제2동)","2020년 02월","현대오일뱅크","셀프","0.00","1507.90","1337.90","1200.00"
"A0000827","서울 구로구","신성주유소","서울 구로구 구로동로 187 (구로제2동)","2020년 03월","현대오일뱅크","셀프","0.00","1407.77","1235.19","1135.48"
"A0000827","서울 구로구","신성주유소","서울 구로구 구로동로 187 (구로제2동)","2020년 04월","현대오일뱅크","셀프","0.00","1256.17","1074.07","996.67"
"A0000827","서울 구로구","신성주유소","서울 구로구 구로동로 187 (구로제2동)","2020년 05월","현대오일뱅크","셀프","0.00","1234.03","1028.55","950.00"
"A0000827","서울 구로구","신성주유소","서울 구로구 구로동로 187 (구로제2동)","2020년 06월","현대오일뱅크","셀프","0.00","1314.00","1116.67","1038.00"
"A0000830","서울 구로구","영진주유소","서울 구로구 구로동로 20 (가리봉동)","2020년 01월","S-OIL","일반","0.00","1596.10","1407.65","1200.00"
"A0000830","서울 구로구","영진주유소","서울 구로구 구로동로 20 (가리봉동)","2020년 02월","S-OIL","일반","0.00","1599.00","1375.10","1200.00"
"A0000830","서울 구로구","영진주유소","서울 구로구 구로동로 20 (가리봉동)","2020년 03월","S-OIL","일반","0.00","1550.61","1307.65","1200.00"
"A0000830","서울 구로구","영진주유소","서울 구로구 구로동로 20 (가리봉동)","2020년 04월","S-OIL","일반","0.00","1395.00","1166.07","1095.00"
"A0000830","서울 구로구","영진주유소","서울 구로구 구로동로 20 (가리봉동)","2020년 05월","S-OIL","일반","0.00","1326.74","1106.35","990.00"
"A0000830","서울 구로구","영진주유소","서울 구로구 구로동로 20 (가리봉동)","2020년 06월","S-OIL","일반","0.00","1379.67","1150.67","0.00"
"A0000780","서울 구로구","정은주유소","서울 구로구 경인로 407 (고척동)","2020년 01월","현대오일뱅크","일반","0.00","1585.71","1415.71","1153.23"
"A0000780","서울 구로구","정은주유소","서울 구로구 경인로 407 (고척동)","2020년 02월","현대오일뱅크","일반","0.00","1575.97","1386.31","1153.45"
"A0000780","서울 구로구","정은주유소","서울 구로구 경인로 407 (고척동)","2020년 03월","현대오일뱅크","일반","0.00","1507.65","1309.58","1153.23"
"A0000780","서울 구로구","정은주유소","서울 구로구 경인로 407 (고척동)","2020년 04월","현대오일뱅크","일반","0.00","1374.67","1178.00","1053.33"
"A0000780","서울 구로구","정은주유소","서울 구로구 경인로 407 (고척동)","2020년 05월","현대오일뱅크","일반","0.00","1298.29","1098.61","1002.38"
"A0000780","서울 구로구","정은주유소","서울 구로구 경인로 407 (고척동)","2020년 06월","현대오일뱅크","일반","0.00","1359.00","1168.67","950.00"
"A0000854","서울 구로구","처음처럼주유소","서울 구로구 오리로 1299 (궁동)","2020년 01월","S-OIL","일반","0.00","1544.16","1355.45","925.00"
"A0000854","서울 구로구","처음처럼주유소","서울 구로구 오리로 1299 (궁동)","2020년 02월","S-OIL","일반","0.00","1494.34","1303.69","925.00"
"A0000854","서울 구로구","처음처럼주유소","서울 구로구 오리로 1299 (궁동)","2020년 03월","S-OIL","일반","0.00","1408.84","1217.23","912.10"
"A0000854","서울 구로구","처음처럼주유소","서울 구로구 오리로 1299 (궁동)","2020년 04월","S-OIL","일반","0.00","1256.10","1063.77","838.33"
"A0000854","서울 구로구","처음처럼주유소","서울 구로구 오리로 1299 (궁동)","2020년 05월","S-OIL","일반","0.00","1219.06","1019.13","780.65"
"A0000854","서울 구로구","처음처럼주유소","서울 구로구 오리로 1299 (궁동)","2020년 06월","S-OIL","일반","0.00","1319.07","1106.70","765.00"
"A0000648","서울 구로구","현대오일뱅크(주)직영 신구로주유소","서울 구로구 가마산로 293 (구로동)","2020년 01월","현대오일뱅크","일반","1760.00","1611.90","1453.00","0.00"
"A0000648","서울 구로구","현대오일뱅크(주)직영 신구로주유소","서울 구로구 가마산로 293 (구로동)","2020년 02월","현대오일뱅크","일반","1754.83","1600.72","1434.72","0.00"
"A0000648","서울 구로구","현대오일뱅크(주)직영 신구로주유소","서울 구로구 가마산로 293 (구로동)","2020년 03월","현대오일뱅크","일반","1707.61","1544.94","1353.71","0.00"
"A0000648","서울 구로구","현대오일뱅크(주)직영 신구로주유소","서울 구로구 가마산로 293 (구로동)","2020년 04월","현대오일뱅크","일반","1589.10","1412.00","1212.00","0.00"
"A0000648","서울 구로구","현대오일뱅크(주)직영 신구로주유소","서울 구로구 가마산로 293 (구로동)","2020년 05월","현대오일뱅크","일반","1509.61","1370.87","1170.87","0.00"
"A0000648","서울 구로구","현대오일뱅크(주)직영 신구로주유소","서울 구로구 가마산로 293 (구로동)","2020년 06월","현대오일뱅크","일반","1518.33","1418.33","1218.33","0.00"
"A0000846","서울 구로구","현대오일뱅크㈜직영 신오류주유소","서울 구로구 경인로 161 (오류동)","2020년 01월","SK에너지","일반","0.00","1737.90","1599.32","1265.84"
"A0000846","서울 구로구","현대오일뱅크㈜직영 신오류주유소","서울 구로구 경인로 161 (오류동)","2020년 02월","SK에너지","일반","0.00","1700.21","1544.14","1186.07"
"A0000846","서울 구로구","현대오일뱅크㈜직영 신오류주유소","서울 구로구 경인로 161 (오류동)","2020년 03월","SK에너지","일반","0.00","1583.45","1434.35","1066.16"
"A0000846","서울 구로구","현대오일뱅크㈜직영 신오류주유소","서울 구로구 경인로 161 (오류동)","2020년 04월","SK에너지","일반","0.00","1406.20","1274.13","869.73"
"A0000846","서울 구로구","현대오일뱅크㈜직영 신오류주유소","서울 구로구 경인로 161 (오류동)","2020년 05월","SK에너지","일반","0.00","1357.52","1201.71","842.87"
"A0000846","서울 구로구","현대오일뱅크㈜직영 신오류주유소","서울 구로구 경인로 161 (오류동)","2020년 06월","현대오일뱅크","일반","0.00","1308.07","1106.23","945.00"
"A0001086","서울 금천구","(주)진우에너지 백운주유소","서울 금천구 시흥대로 282 (독산동)","2020년 01월","GS칼텍스","셀프","0.00","1559.19","1378.35","1200.00"
"A0001086","서울 금천구","(주)진우에너지 백운주유소","서울 금천구 시흥대로 282 (독산동)","2020년 02월","GS칼텍스","셀프","0.00","1512.79","1335.86","1200.00"
"A0001086","서울 금천구","(주)진우에너지 백운주유소","서울 금천구 시흥대로 282 (독산동)","2020년 03월","GS칼텍스","셀프","0.00","1455.19","1253.65","1154.84"
"A0001086","서울 금천구","(주)진우에너지 백운주유소","서울 금천구 시흥대로 282 (독산동)","2020년 04월","GS칼텍스","셀프","0.00","1316.67","1110.17","1100.00"
"A0001086","서울 금천구","(주)진우에너지 백운주유소","서울 금천구 시흥대로 282 (독산동)","2020년 05월","GS칼텍스","셀프","0.00","1252.48","1055.65","1100.00"
"A0001086","서울 금천구","(주)진우에너지 백운주유소","서울 금천구 시흥대로 282 (독산동)","2020년 06월","GS칼텍스","셀프","0.00","1333.93","1133.93","1100.00"
"A0001164","서울 금천구","(주)태영유업 독산고개","서울 금천구 시흥대로 484","2020년 01월","현대오일뱅크","셀프","0.00","1563.13","1383.77","1100.00"
"A0001164","서울 금천구","(주)태영유업 독산고개","서울 금천구 시흥대로 484","2020년 02월","현대오일뱅크","셀프","0.00","1530.14","1350.90","1100.00"
"A0001164","서울 금천구","(주)태영유업 독산고개","서울 금천구 시흥대로 484","2020년 03월","현대오일뱅크","셀프","0.00","1458.74","1271.94","1100.00"
"A0001164","서울 금천구","(주)태영유업 독산고개","서울 금천구 시흥대로 484","2020년 04월","현대오일뱅크","셀프","0.00","1322.00","1123.07","1092.50"
"A0001164","서울 금천구","(주)태영유업 독산고개","서울 금천구 시흥대로 484","2020년 05월","현대오일뱅크","셀프","0.00","1256.58","1061.84","1050.00"
"A0001164","서울 금천구","(주)태영유업 독산고개","서울 금천구 시흥대로 484","2020년 06월","현대오일뱅크","셀프","0.00","1334.47","1135.47","1050.00"
"A0001159","서울 금천구","KH에너지(주)직영시흥대로주유소","서울 금천구 시흥대로 221 (시흥동)","2020년 01월","SK에너지","일반","0.00","1571.39","1392.68","1100.00"
"A0001159","서울 금천구","KH에너지(주)직영시흥대로주유소","서울 금천구 시흥대로 221 (시흥동)","2020년 02월","SK에너지","일반","0.00","1533.55","1353.55","1100.00"
"A0001159","서울 금천구","KH에너지(주)직영시흥대로주유소","서울 금천구 시흥대로 221 (시흥동)","2020년 03월","SK에너지","일반","0.00","1468.84","1278.03","1100.00"
"A0001159","서울 금천구","KH에너지(주)직영시흥대로주유소","서울 금천구 시흥대로 221 (시흥동)","2020년 04월","SK에너지","일반","0.00","1334.67","1134.67","1085.00"
"A0001159","서울 금천구","KH에너지(주)직영시흥대로주유소","서울 금천구 시흥대로 221 (시흥동)","2020년 05월","SK에너지","일반","0.00","1271.77","1071.77","950.00"
"A0001159","서울 금천구","KH에너지(주)직영시흥대로주유소","서울 금천구 시흥대로 221 (시흥동)","2020년 06월","SK에너지","일반","0.00","1350.67","1150.67","950.00"
